datetime,security,setup_completed_at,setup_is_perfect,setup_highest_high,count_1_at,count_2_at,count_3_at,count_4_at,count_5_at,count_6_at,count_7_at,count_8_at,count_8_close,count_9_at,count_10_at,count_11_at,count_12_at,count_13_at,countdown_completed_count,countdown_is_perfect,countdown_status,bought,buy_reject_reason,buy_quantity,buy_price,buy_date,entry_value,stop_loss_price,take_profit_price,sell_price,sell_date,sell_reason,pnl
2025-12-19 00:00:00,600036.SS,2025-08-20 00:00:00,False,44.27,2025-08-27 00:00:00,2025-08-28 00:00:00,2025-08-29 00:00:00,2025-09-01 00:00:00,2025-09-12 00:00:00,2025-09-15 00:00:00,2025-09-16 00:00:00,2025-09-17 00:00:00,40.75,2025-09-18 00:00:00,2025-09-19 00:00:00,2025-09-26 00:00:00,2025-09-29 00:00:00,2025-10-09 00:00:00,13,True,NORMAL,True,,2400,40.194,2025-10-10 00:00:00,96465.63,38.19,43.2,40.98,2025-12-19 00:00:00,TREND_REVERSAL,1886.4
