date,portfolio_value,daily_pnl,buy_amount,sell_amount,positions_value
20210806,997345.2988499001,0.0,0.0,0.0,0.0
20210809,997345.2988499001,0.0,0.0,0.0,0.0
20210810,997345.2988499001,0.0,0.0,0.0,0.0
20210811,997345.2988499001,0.0,0.0,0.0,0.0
20210812,997345.2988499001,0.0,0.0,0.0,0.0
20210813,997345.2988499001,0.0,0.0,0.0,0.0
20210816,997345.2988499001,0.0,0.0,0.0,0.0
20210817,997345.2988499001,0.0,0.0,0.0,0.0
20210818,997345.2988499001,0.0,0.0,0.0,0.0
20210819,997345.2988499001,0.0,0.0,0.0,0.0
20210820,997345.2988499001,0.0,0.0,0.0,0.0
20210823,997345.2988499001,0.0,0.0,0.0,0.0
20210824,997345.2988499001,-5.252266000024974,5180.0,0.0,5180.0
20210825,997318.0465839001,-22.0,0.0,0.0,5158.0
20210826,997190.0465839001,-128.0,0.0,0.0,5030.0
20210827,997360.0465839001,170.0,0.0,0.0,5200.0
20210830,997231.0465839001,-129.0,0.0,0.0,5071.0
20210831,997150.0465839001,-86.40031399996951,8220.0,0.0,13210.0
20210901,997415.6462699001,260.6002436999697,0.0,5149.0,8332.0
20210902,997167.2465136001,-238.0,0.0,0.0,8094.0
20210903,997191.2465136001,24.0,0.0,0.0,8118.000000000001
20210906,997351.2465136001,160.0,0.0,0.0,8278.0
20210907,997423.2465136001,72.0,0.0,0.0,8350.0
20210908,997379.2465136001,-44.0,0.0,0.0,8306.0
20210909,997365.2465136001,-14.0,0.0,0.0,8292.0
20210910,997321.2465136001,-44.0,0.0,0.0,8248.0
20210913,997233.2465136001,-88.0,0.0,0.0,8159.999999999999
20210914,997115.2465136001,-118.0,0.0,0.0,8042.0
20210915,996871.2465136001,-244.0,0.0,0.0,7798.0
20210916,996715.2465136001,-156.0,0.0,0.0,7642.0
20210917,996725.2465136001,-3.0246524000540376,0.0,7652.0,0.0
20210922,996712.2218612,0.0,0.0,0.0,0.0
20210923,996712.2218612,0.0,0.0,0.0,0.0
20210924,996712.2218612,0.0,0.0,0.0,0.0
20210927,996712.2218612,0.0,0.0,0.0,0.0
20210928,996712.2218612,0.0,0.0,0.0,0.0
20210929,996712.2218612,0.0,0.0,0.0,0.0
20210930,996712.2218612,0.0,0.0,0.0,0.0
20211008,996712.2218612,0.0,0.0,0.0,0.0
20211011,996712.2218612,0.0,0.0,0.0,0.0
20211012,996712.2218612,0.0,0.0,0.0,0.0
20211013,996712.2218612,0.0,0.0,0.0,0.0
20211014,996712.2218612,0.0,0.0,0.0,0.0
20211015,996712.2218612,0.0,0.0,0.0,0.0
20211018,996712.2218612,0.0,0.0,0.0,0.0
20211019,996712.2218612,0.0,0.0,0.0,0.0
20211020,996712.2218612,0.0,0.0,0.0,0.0
20211021,996712.2218612,0.0,0.0,0.0,0.0
20211022,996712.2218612,0.0,0.0,0.0,0.0
20211025,996712.2218612,0.0,0.0,0.0,0.0
20211026,996712.2218612,0.0,0.0,0.0,0.0
20211027,996712.2218612,-5.251535500050522,5165.0,0.0,5165.0
20211028,996671.9703257,-35.0,0.0,0.0,5130.0
20211029,996498.9703257,-173.0,0.0,0.0,4957.0
20211101,996553.9703257,55.0,0.0,0.0,5012.0
20211102,996542.9703257,-11.0,0.0,0.0,5001.0
20211103,996546.9703257,4.0,0.0,0.0,5005.0
20211104,996511.9703257,-35.0,0.0,0.0,4970.0
20211105,996534.9703257,23.0,0.0,0.0,4993.0
20211108,996581.9703257,47.0,0.0,0.0,5040.0
20211109,996510.9703257,-71.0,0.0,0.0,4969.0
20211110,996454.9703257,-56.0,0.0,0.0,4913.0
20211111,996656.9703257,202.0,0.0,0.0,5115.0
20211112,996602.9703257,-54.0,0.0,0.0,5061.0
20211115,996601.9703257,-1.0,0.0,0.0,5060.0
20211116,996577.9703257,-24.0,0.0,0.0,5036.0
20211117,996546.9703257,-31.0,0.0,0.0,5005.0
20211118,996492.9703257,-54.0,0.0,0.0,4951.0
20211119,996537.9703257,45.0,0.0,0.0,4996.0
20211122,996512.9703257,-25.0,0.0,0.0,4971.0
20211123,996503.9703257,-9.0,0.0,0.0,4962.0
20211124,996516.9703257,13.0,0.0,0.0,4975.0
20211125,996481.9703257,-35.0,0.0,0.0,4940.0
20211126,996413.9703257,-68.0,0.0,0.0,4872.0
20211129,996407.9703257,-6.0,0.0,0.0,4866.0
20211130,996363.9703257,-44.0,0.0,0.0,4822.0
20211201,996428.9703257,65.0,0.0,0.0,4887.0
20211202,996429.9703257,1.0,0.0,0.0,4888.0
20211203,996440.9703257,11.0,0.0,0.0,4899.0
20211206,996456.9703257,16.0,0.0,0.0,4915.0
20211207,996580.9703257,124.0,0.0,0.0,5039.0
20211208,996575.9703257,-5.0,0.0,0.0,5034.0
20211209,996672.9703257,97.0,0.0,0.0,5131.0
20211210,996663.9703257,-9.0,0.0,0.0,5122.0
20211213,996656.9703257,-7.0,0.0,0.0,5115.0
20211214,996626.9703257,-30.0,0.0,0.0,5085.0
20211215,996611.9703257,-15.0,0.0,0.0,5070.0
20211216,996661.9703257,50.0,0.0,0.0,5120.0
20211217,996595.9703257,-66.0,0.0,0.0,5054.0
20211220,996569.9703257,-26.0,0.0,0.0,5028.0
20211221,996625.9703257,56.0,0.0,0.0,5084.0
20211222,996559.9703257,-66.0,0.0,0.0,5018.0
20211223,996563.9703257,-1.2445713999914005,5022.0,0.0,10044.0
20211224,996482.7257543,-76.0,0.0,0.0,9968.0
20211227,996445.7257543,-37.0,0.0,0.0,9931.0
20211228,996564.7257543,119.0,0.0,0.0,10050.0
20211229,996357.7257543,-207.0,0.0,0.0,9843.0
20211230,996405.7257543,48.0,0.0,0.0,9891.0
20211231,996426.7257543,21.0,0.0,0.0,9912.0
20220104,996449.7257543,23.0,0.0,0.0,9935.0
20220105,996626.7257543,166.85612649994437,0.0,4905.0,5207.0
20220106,996539.5818808,-77.0,0.0,0.0,5130.0
20220107,996703.5818808,164.0,0.0,0.0,5294.0
20220110,996717.5818808,14.0,0.0,0.0,5308.0
20220111,996695.5818808,-22.0,0.0,0.0,5286.0
20220112,996659.5818808,-36.0,0.0,0.0,5250.0
20220113,996639.5818808,-20.0,0.0,0.0,5230.0
20220114,996519.5818808,-120.0,0.0,0.0,5110.0
20220117,996503.5818808,-16.0,0.0,0.0,5094.0
20220118,996532.5818808,29.0,0.0,0.0,5123.0
20220119,996554.5818808,22.0,0.0,0.0,5145.0
20220120,996749.5818808,195.0,0.0,0.0,5340.0
20220121,996764.5818808,15.0,0.0,0.0,5355.0
20220124,996722.5818808,-42.0,0.0,0.0,5313.0
20220125,996529.5818808,-193.0,0.0,0.0,5120.0
20220126,996592.5818808,63.0,0.0,0.0,5183.0
20220127,996488.5818808,-104.0,0.0,0.0,5079.0
20220128,996406.5818808,-82.0,0.0,0.0,4997.0
20220207,996607.5818808,201.0,0.0,0.0,5198.0
20220208,996709.5818808,102.0,0.0,0.0,5300.0
20220209,996713.5818808,4.0,0.0,0.0,5304.0
20220210,996827.5818808,114.0,0.0,0.0,5418.0
20220211,996968.5818808,141.0,0.0,0.0,5559.0
20220214,996799.5818808,-169.0,0.0,0.0,5390.0
20220215,996737.5818808,-62.0,0.0,0.0,5328.0
20220216,996793.5818808,56.0,0.0,0.0,5384.0
20220217,996774.5818808,-19.0,0.0,0.0,5365.0
20220218,996859.5818808,85.0,0.0,0.0,5450.0
20220221,996825.5818808,-34.0,0.0,0.0,5416.0
20220222,996716.5818808,-109.0,0.0,0.0,5307.0
20220223,996698.5818808,-18.0,0.0,0.0,5289.0
20220224,996555.5818808,-143.0,0.0,0.0,5146.0
20220225,996549.5818808,-6.0,0.0,0.0,5140.0
20220228,996485.5818808,-64.0,0.0,0.0,5076.0
20220301,996548.5818808,63.0,0.0,0.0,5139.0
20220302,996485.5818808,-63.0,0.0,0.0,5076.0
20220303,996501.5818808,16.0,0.0,0.0,5092.0
20220304,996419.5818808,-82.0,0.0,0.0,5010.0
20220307,996297.5818808,-122.0,0.0,0.0,4888.0
20220308,996156.5818808,-141.0,0.0,0.0,4747.0
20220309,996101.5818808,-55.0,0.0,0.0,4692.0
20220310,996100.5818808,-10.919451700057834,0.0,4691.0,0.0
20220311,996090.6624290999,0.0,0.0,0.0,0.0
20220314,996090.6624290999,0.0,0.0,0.0,0.0
20220315,996090.6624290999,0.0,0.0,0.0,0.0
20220316,996090.6624290999,0.0,0.0,0.0,0.0
20220317,996090.6624290999,0.0,0.0,0.0,0.0
20220318,996090.6624290999,0.0,0.0,0.0,0.0
20220321,996090.6624290999,0.0,0.0,0.0,0.0
20220322,996090.6624290999,0.0,0.0,0.0,0.0
20220323,996090.6624290999,0.0,0.0,0.0,0.0
20220324,996090.6624290999,0.0,0.0,0.0,0.0
20220325,996090.6624290999,0.0,0.0,0.0,0.0
20220328,996090.6624290999,0.0,0.0,0.0,0.0
20220329,996090.6624290999,0.0,0.0,0.0,0.0
20220330,996090.6624290999,-5.46854270005133,9621.0,0.0,9621.0
20220331,996154.1938863999,69.0,0.0,0.0,9690.0
20220401,996370.1938863999,216.0,0.0,0.0,9906.000000000002
20220406,996421.1938863999,51.0,0.0,0.0,9957.0
20220407,996388.1938863999,-33.0,0.0,0.0,9924.0
20220408,996127.1938863999,-35.40000000002328,0.0,0.0,9663.0
20220411,996223.7938863998,-129.0,0.0,0.0,9534.0
20220412,996427.7938863998,204.0,0.0,0.0,9738.0
20220413,996277.7938863998,-150.0,0.0,0.0,9588.0
20220414,996436.7938863998,159.0,0.0,0.0,9747.0
20220415,996403.7938863998,-33.0,0.0,0.0,9714.0
20220418,996289.7938863998,-114.0,0.0,0.0,9600.0
20220419,996154.7938863998,-135.0,0.0,0.0,9465.0
20220420,996208.7938863998,54.0,0.0,0.0,9519.0
20220421,996043.7938863998,-175.85224999999627,17500.0,0.0,26854.0
20220422,996561.9416363998,529.0,0.0,0.0,27383.0
20220425,995127.9416363998,-1434.0,0.0,0.0,25949.0
20220426,994578.9416363998,-549.0,0.0,0.0,25400.0
20220427,994706.9416363998,128.0,0.0,0.0,25528.0
20220428,994927.9416363998,221.0,0.0,0.0,25749.0
20220429,995439.9416363998,512.0,0.0,0.0,26261.0
20220505,996300.9416363998,861.0,0.0,0.0,27122.0
20220506,995760.9416363998,-540.0,0.0,0.0,26582.0
20220509,995353.9416363998,-407.0,0.0,0.0,26175.0
20220510,995533.9416363998,167.24381480005104,0.0,7395.999999999999,18959.0
20220511,995498.1854511999,-23.0,0.0,0.0,18936.0
20220512,995337.1854511999,-161.0,0.0,0.0,18775.0
20220513,995413.1854511999,76.0,0.0,0.0,18851.0
20220516,995230.1854511999,-183.0,0.0,0.0,18668.0
20220517,995334.1854511999,104.0,0.0,0.0,18772.0
20220518,995188.1854511999,-146.0,0.0,0.0,18626.0
20220519,995036.1854511999,-152.0,0.0,0.0,18474.0
20220520,995393.1854511999,357.0,0.0,0.0,18831.0
20220523,995054.1854511999,-339.0,0.0,0.0,18492.0
20220524,994727.1854511999,-327.0,0.0,0.0,18165.0
20220525,994739.1854511999,12.0,0.0,0.0,18177.0
20220526,994714.1854511999,-25.0,0.0,0.0,18152.0
20220527,994727.1854511999,13.0,0.0,0.0,18165.0
20220530,994944.1854511999,217.0,0.0,0.0,18382.0
20220531,995053.1854511999,109.0,0.0,0.0,18491.0
20220601,994915.1854511999,-138.0,0.0,0.0,18353.0
20220602,994818.1854511999,-97.0,0.0,0.0,18256.0
20220606,994924.1854511999,106.0,0.0,0.0,18362.0
20220607,994968.1854511999,44.0,0.0,0.0,18406.0
20220608,995023.1854511999,55.0,0.0,0.0,18461.0
20220609,994879.1854511999,-144.0,0.0,0.0,18317.0
20220610,995015.1854511999,136.0,0.0,0.0,18453.0
20220613,994786.1854511999,-229.0,0.0,0.0,18224.0
20220614,995098.1854511999,312.0,0.0,0.0,18536.0
20220615,995797.1854511999,699.0,0.0,0.0,19235.0
20220616,995462.1854511999,-335.0,0.0,0.0,18900.0
20220617,995763.1854511999,301.0,0.0,0.0,19201.0
20220620,995522.1854511999,-2.599999999976717,0.0,0.0,18960.0
20220621,995980.5854511999,220.0,0.0,0.0,19180.0
20220622,995516.5854511999,-464.0,0.0,0.0,18716.0
20220623,995725.5854511999,209.0,0.0,0.0,18925.0
20220624,996322.5854511999,597.0,0.0,0.0,19522.0
20220627,996135.5854511999,-187.0,0.0,0.0,19335.0
20220628,996215.5854511999,80.0,0.0,0.0,19415.0
20220629,996139.5854511999,-76.0,0.0,0.0,19339.0
20220630,996254.5854511999,115.0,0.0,0.0,19454.0
20220701,996097.5854511999,-157.0,0.0,0.0,19297.0
20220704,996184.5854511999,87.0,0.0,0.0,19384.0
20220705,996073.5854511999,-111.0,0.0,0.0,19273.0
20220706,995813.5854511999,-260.0,0.0,0.0,19013.0
20220707,995787.5854511999,-26.0,0.0,0.0,18987.0
20220708,995984.5854511999,191.61225060001016,7962.0,0.0,27146.0
20220711,995994.1977017999,15.0,0.0,0.0,27161.0
20220712,996274.1977017999,280.0,0.0,0.0,27441.0
20220713,995920.1977017999,-354.0,0.0,0.0,27087.0
20220714,995103.1977017999,-817.0,0.0,0.0,26270.0
20220715,994459.1977017999,-400.80000000004657,0.0,0.0,25626.0
20220718,995182.3977017999,480.0,0.0,0.0,26106.0
20220719,995122.3977017999,-60.0,0.0,0.0,26046.0
20220720,995159.3977017999,37.0,0.0,0.0,26083.0
20220721,994901.3977017999,-258.0,0.0,0.0,25825.0
20220722,994986.3977017999,85.0,0.0,0.0,25910.0
20220725,995099.3977017999,113.0,0.0,0.0,26023.0
20220726,995221.3977017999,122.0,0.0,0.0,26145.0
20220727,994867.3977017999,-354.0,0.0,0.0,25791.0
20220728,994769.3977017999,-98.0,0.0,0.0,25693.0
20220729,994492.3977017999,-277.0,0.0,0.0,25416.0
20220801,994251.3977017999,-241.0,0.0,0.0,25175.0
20220802,993650.3977017999,-601.0,0.0,0.0,24574.0
20220803,993400.3977017999,-250.0,0.0,0.0,24324.0
20220804,993672.3977017999,272.0,0.0,0.0,24596.0
20220805,993463.3977017999,263.80000000004657,0.0,0.0,24387.0
20220808,993732.1977017999,-204.0,0.0,0.0,24183.0
20220809,993644.1977017999,-88.0,0.0,0.0,24095.0
20220810,993385.1977017999,-259.0,0.0,0.0,23836.0
20220811,993962.1977017999,571.5961795999901,8292.0,0.0,32705.0
20220812,994036.7938813999,80.0,0.0,0.0,32785.0
20220815,993720.7938813999,-316.0,0.0,0.0,32469.0
20220816,993687.7938813999,-33.0,0.0,0.0,32436.0
20220817,993909.7938813999,222.0,0.0,0.0,32658.0
20220818,993448.7938813999,-461.0,0.0,0.0,32197.0
20220819,993547.7938813999,99.0,0.0,0.0,32296.0
20220822,993582.7938813999,35.0,0.0,0.0,32331.0
20220823,993228.7938813999,-354.0,0.0,0.0,31977.0
20220824,993475.7938813999,241.52020759996958,9852.000000000002,0.0,42076.0
20220825,994587.3140889999,1117.0,0.0,0.0,43193.0
20220826,994537.3140889999,-50.0,0.0,0.0,43143.0
20220829,994361.3140889999,-176.0,0.0,0.0,42967.0
20220830,994610.3140889999,249.0,0.0,0.0,43216.0
20220831,996034.3140889999,1424.0,0.0,0.0,44640.0
20220901,995959.3140889999,-75.0,0.0,0.0,44565.0
20220902,995940.3140889999,-19.0,0.0,0.0,44546.0
20220905,996037.3140889999,97.0,0.0,0.0,44643.0
20220906,995712.3140889999,-325.0,0.0,0.0,44318.0
20220907,995415.3140889999,-297.0,0.0,0.0,44021.0
20220908,995534.3140889999,119.0,0.0,0.0,44140.0
20220909,996921.3140889999,1387.0,0.0,0.0,45527.0
20220913,997638.3140889999,717.0,0.0,0.0,46244.0
20220914,997160.3140889999,-478.0,0.0,0.0,45766.0
20220915,997965.3140889999,805.0,0.0,0.0,46571.0
20220916,996818.3140889999,-1147.0,0.0,0.0,45424.0
20220919,996849.3140889999,31.0,0.0,0.0,45455.0
20220920,996220.3140889999,-629.0,0.0,0.0,44826.0
20220921,996164.3140889999,-56.0,0.0,0.0,44770.0
20220922,995407.3140889999,-757.0,0.0,0.0,44013.0
20220923,995706.3140889999,299.0,0.0,0.0,44312.0
20220926,995223.3140889999,-483.0,0.0,0.0,43829.0
20220927,995355.3140889999,132.0,0.0,0.0,43961.0
20220928,994885.3140889999,-470.0,0.0,0.0,43491.0
20220929,994262.3140889999,-623.0,0.0,0.0,42868.0
20220930,994580.3140889999,318.0,0.0,0.0,43186.0
20221010,993526.3140889999,-1054.0,0.0,0.0,42132.0
20221011,993156.3140889999,-396.4645899999887,0.0,15700.0,26062.0
20221012,993519.8494989999,390.0,0.0,0.0,26452.0
20221013,993118.8494989999,-401.0,0.0,0.0,26051.0
20221014,993560.8494989999,442.0,0.0,0.0,26493.0
20221017,993588.8494989999,28.0,0.0,0.0,26521.0
20221018,993469.8494989999,-119.0,0.0,0.0,26402.0
20221019,992914.8494989999,-555.0,0.0,0.0,25847.0
20221020,992269.8494989999,-353.80000000004657,0.0,0.0,25202.0
20221021,992399.0494989998,-162.0,0.0,0.0,25040.0
20221024,991433.0494989998,-966.0,0.0,0.0,24074.0
20221025,991387.0494989998,-71.82278560008854,0.0,15088.0,8940.0
20221026,991427.2267133998,66.0,0.0,0.0,9006.0
20221027,991544.2267133998,117.0,0.0,0.0,9123.0
20221028,991478.2267133998,-66.0,0.0,0.0,9057.0
20221031,991022.2267133998,-456.0,0.0,0.0,8601.0
20221101,991232.2267133998,204.58814410003833,8457.0,0.0,17268.0
20221102,991349.8148574998,123.0,0.0,0.0,17391.0
20221103,991160.8148574998,-189.0,0.0,0.0,17202.0
20221104,991730.8148574998,570.0,0.0,0.0,17772.0
20221107,991787.8148574998,57.0,0.0,0.0,17829.0
20221108,991745.8148574998,-42.0,0.0,0.0,17787.0
20221109,991790.8148574998,45.0,0.0,0.0,17832.0
20221110,991751.8148574998,-39.0,0.0,0.0,17793.0
20221111,992663.8148574998,912.0,0.0,0.0,18705.0
20221114,993413.8148574998,750.0,0.0,0.0,19455.0
20221115,993539.8148574998,126.0,0.0,0.0,19581.0
20221116,993491.8148574998,-48.0,0.0,0.0,19533.0
20221117,993176.8148574998,-315.0,0.0,0.0,19218.0
20221118,993107.8148574998,-69.0,0.0,0.0,19149.0
20221121,992849.8148574998,-258.0,0.0,0.0,18891.0
20221122,993080.8148574998,225.5428530999925,9387.0,0.0,28509.0
20221123,992952.3577105998,-123.0,0.0,0.0,28386.0
20221124,992964.3577105998,12.0,0.0,0.0,28398.0
20221125,993528.3577105998,564.0,0.0,0.0,28962.0
20221128,993054.3577105998,-474.0,0.0,0.0,28488.0
20221129,994506.3577105998,1452.0,0.0,0.0,29940.0
20221130,994356.3577105998,-150.0,0.0,0.0,29790.0
20221201,994518.3577105998,162.0,0.0,0.0,29952.0
20221202,994221.3577105998,-297.0,0.0,0.0,29654.999999999996
20221205,995124.3577105998,903.0,0.0,0.0,30558.0
20221206,995085.3577105998,-39.0,0.0,0.0,30519.0
20221207,995034.3577105998,-51.0,0.0,0.0,30468.0
20221208,995007.3577105998,-27.0,0.0,0.0,30441.0
20221209,995919.3577105998,912.0,0.0,0.0,31353.0
20221212,995271.3577105998,-648.0,0.0,0.0,30705.0
20221213,995430.3577105998,159.0,0.0,0.0,30864.0
20221214,995679.3577105998,249.0,0.0,0.0,31113.0
20221215,995271.3577105998,-408.0,0.0,0.0,30705.0
20221216,995649.3577105998,378.0,0.0,0.0,31083.0
20221219,995208.3577105998,-441.0,0.0,0.0,30642.0
20221220,994662.3577105998,-546.0,0.0,0.0,30096.0
20221221,994809.3577105998,147.0,0.0,0.0,30243.0
20221222,995280.3577105998,471.0,0.0,0.0,30714.0
20221223,995145.3577105998,-135.0,0.0,0.0,30579.0
20221226,994761.3577105998,-384.0,0.0,0.0,30195.0
20221227,995145.3577105998,384.0,0.0,0.0,30579.0
20221228,995307.3577105998,162.0,0.0,0.0,30741.0
20221229,995031.3577105998,-276.0,0.0,0.0,30464.999999999993
20221230,995136.3577105998,105.0,0.0,0.0,30570.0
20230103,995340.3577105998,204.0,0.0,0.0,30774.0
20230104,996147.3577105998,807.0,0.0,0.0,31581.0
20230105,996636.3577105998,489.0,0.0,0.0,32070.0
20230106,996540.3577105998,-96.0,0.0,0.0,31974.0
20230109,996660.3577105998,120.0,0.0,0.0,32094.000000000004
20230110,996513.3577105998,-147.0,0.0,0.0,31947.0
20230111,996900.3577105998,387.0,0.0,0.0,32334.0
20230112,996753.3577105998,-147.0,0.0,0.0,32187.0
20230113,997134.3577105998,381.0,0.0,0.0,32568.0
20230116,997995.3577105998,861.0,0.0,0.0,33429.0
20230117,998040.3577105998,45.0,0.0,0.0,33474.0
20230118,997806.3577105998,-234.0,0.0,0.0,33240.0
20230119,997821.3577105998,15.0,0.0,0.0,33255.0
20230120,997911.3577105998,90.0,0.0,0.0,33345.0
20230130,998205.3577105998,294.0,0.0,0.0,33639.0
20230131,997707.3577105998,-498.0,0.0,0.0,33141.0
20230201,997698.3577105998,-9.0,0.0,0.0,33132.0
20230202,997503.3577105998,-195.0,0.0,0.0,32937.0
20230203,997176.3577105998,-327.0,0.0,0.0,32610.0
20230206,996375.3577105998,-801.0,0.0,0.0,31809.000000000004
20230207,996741.3577105998,366.0,0.0,0.0,32175.0
20230208,996687.3577105998,-54.0,0.0,0.0,32121.0
20230209,996723.3577105998,36.0,0.0,0.0,32157.0
20230210,996576.3577105998,-147.0,0.0,0.0,32010.0
20230213,996708.3577105998,132.0,0.0,0.0,32142.0
20230214,996888.3577105998,180.0,0.0,0.0,32322.0
20230215,996441.3577105998,-447.0,0.0,0.0,31875.0
20230216,996237.3577105998,-204.0,0.0,0.0,31671.0
20230217,995961.3577105998,-276.0,0.0,0.0,31395.0
20230220,997203.3577105998,1242.0,0.0,0.0,32637.0
20230221,997857.3577105998,654.0,0.0,0.0,33291.0
20230222,997662.3577105998,-195.0,0.0,0.0,33096.0
20230223,998265.3577105998,603.0,0.0,0.0,33699.0
20230224,997740.3577105998,-525.0,0.0,0.0,33174.0
20230227,996840.3577105998,-420.0,0.0,0.0,32274.0
20230228,997551.3577105998,231.0,0.0,0.0,32505.000000000004
20230301,998373.3577105998,822.0,0.0,0.0,33327.0
20230302,998487.3577105998,114.0,0.0,0.0,33441.0
20230303,998703.3577105998,216.0,0.0,0.0,33657.0
20230306,998292.3577105998,-411.0,0.0,0.0,33246.0
20230307,997758.3577105998,-534.0,0.0,0.0,32712.0
20230308,997740.3577105998,-18.0,0.0,0.0,32694.0
20230309,997692.3577105998,-48.0,0.0,0.0,32646.0
20230310,996921.3577105998,-771.0,0.0,0.0,31875.0
20230313,997827.3577105998,906.0,0.0,0.0,32781.0
20230314,997584.3577105998,-243.0,0.0,0.0,32538.0
20230315,997980.3577105998,390.6602687999839,6976.000000000001,0.0,39910.0
20230316,997770.0179793998,-205.0,0.0,0.0,39705.0
20230317,997751.0179793998,-19.0,0.0,0.0,39686.0
20230320,997385.0179793998,-366.0,0.0,0.0,39320.0
20230321,997752.0179793998,367.0,0.0,0.0,39687.0
20230322,997661.0179793998,-91.0,0.0,0.0,39596.0
20230323,997949.0179793998,288.0,0.0,0.0,39884.0
20230324,997396.0179793998,-553.0,0.0,0.0,39331.0
20230327,996998.0179793998,-398.0,0.0,0.0,38933.0
20230328,997105.0179793998,107.0,0.0,0.0,39040.0
20230329,996815.0179793998,-290.0,0.0,0.0,38750.0
20230330,997578.0179793998,763.0,0.0,0.0,39513.0
20230331,997250.0179793998,-340.1877897999948,0.0,6854.000000000001,32331.0
20230403,997573.8301895998,336.0,0.0,0.0,32667.0
20230404,997408.8301895998,-165.0,0.0,0.0,32502.0
20230406,997096.8301895998,-312.0,0.0,0.0,32190.0
20230407,997522.8301895998,426.0,0.0,0.0,32616.0
20230410,997828.8301895998,306.0,0.0,0.0,32922.0
20230411,998665.8301895998,837.0,0.0,0.0,33759.0
20230412,998668.8301895998,3.0,0.0,0.0,33762.0
20230413,998221.8301895998,-447.0,0.0,0.0,33315.0
20230414,998263.8301895998,42.0,0.0,0.0,33357.0
20230417,999622.8301895998,1359.0,0.0,0.0,34716.0
20230418,999958.8301895998,300.46625240007415,0.0,24348.0,10704.0
20230419,999869.2964419998,-54.0,0.0,0.0,10650.0
20230420,999716.2964419998,-153.0,0.0,0.0,10497.0
20230421,999569.2964419998,-147.0,0.0,0.0,10350.0
20230424,999299.2964419998,-270.0,0.0,0.0,10080.0
20230425,999428.2964419998,129.0,0.0,0.0,10209.0
20230426,999365.2964419998,-63.0,0.0,0.0,10146.0
20230427,999008.2964419998,-357.0,0.0,0.0,9789.0
20230428,999299.2964419998,291.0,0.0,0.0,10080.0
20230504,999458.2964419998,159.0,0.0,0.0,10239.0
20230505,999626.2964419998,168.0,0.0,0.0,10407.0
20230508,999899.2964419998,273.0,0.0,0.0,10680.0
20230509,999716.2964419998,-183.0,0.0,0.0,10497.0
20230510,999539.2964419998,-177.0,0.0,0.0,10320.0
20230511,999554.2964419998,15.0,0.0,0.0,10335.0
20230512,999431.2964419998,-128.33154959999956,6808.0,0.0,17020.0
20230515,999755.9648923998,330.0,0.0,0.0,17350.0
20230516,999815.9648923998,60.0,0.0,0.0,17410.0
20230517,999655.9648923998,-160.0,0.0,0.0,17250.0
20230518,999630.9648923998,-25.0,0.0,0.0,17225.0
20230519,999380.9648923998,-250.0,0.0,0.0,16975.0
20230522,999505.9648923998,125.0,0.0,0.0,17100.0
20230523,999205.9648923998,-300.0,0.0,0.0,16800.0
20230524,998870.9648923998,-335.0,0.0,0.0,16465.0
20230525,998615.9648923998,-255.0,0.0,0.0,16210.0
20230526,998775.9648923998,160.0,0.0,0.0,16370.000000000002
20230529,998750.9648923998,-25.0,0.0,0.0,16344.999999999998
20230530,998725.9648923998,-25.0,0.0,0.0,16320.0
20230531,998555.9648923998,-170.0,0.0,0.0,16149.999999999998
20230601,998435.9648923998,-120.0,0.0,0.0,16030.000000000002
20230602,998940.9648923998,505.0,0.0,0.0,16535.0
20230605,998925.9648923998,-15.0,0.0,0.0,16520.0
20230606,998940.9648923998,15.0,0.0,0.0,16535.0
20230607,999055.9648923998,115.0,0.0,0.0,16650.0
20230608,999445.9648923998,390.0,0.0,0.0,17040.0
20230609,999275.9648923998,-170.0,0.0,0.0,16870.0
20230612,999270.9648923998,-5.0,0.0,0.0,16865.0
20230613,999270.9648923998,0.0,0.0,0.0,16865.0
20230614,999100.9648923998,-170.0,0.0,0.0,16695.0
20230615,999265.9648923998,165.0,0.0,0.0,16860.0
20230616,999370.9648923998,105.0,0.0,0.0,16965.0
20230619,999195.9648923998,-175.0,0.0,0.0,16790.0
20230620,999000.9648923998,-195.0,0.0,0.0,16595.0
20230621,998990.9648923998,-10.0,0.0,0.0,16585.0
20230626,998710.9648923998,-280.0,0.0,0.0,16305.0
20230627,998815.9648923998,105.0,0.0,0.0,16410.0
20230628,998930.9648923998,115.0,0.0,0.0,16525.0
20230629,998745.9648923998,-185.0,0.0,0.0,16340.0
20230630,998785.9648923998,40.0,0.0,0.0,16379.999999999998
20230703,999265.9648923998,480.0,0.0,0.0,16860.0
20230704,999160.9648923998,-105.0,0.0,0.0,16755.0
20230705,998920.9648923998,-240.0,0.0,0.0,16515.0
20230706,998695.9648923998,-225.0,0.0,0.0,16290.0
20230707,998560.9648923998,-135.0,0.0,0.0,16155.000000000002
20230710,998630.9648923998,70.0,0.0,0.0,16225.000000000002
20230711,998760.9648923998,130.0,0.0,0.0,16355.0
20230712,999005.9648923998,245.0,0.0,0.0,16600.0
20230713,998330.9648923998,21.0,0.0,0.0,15925.0
20230714,999066.9648923998,40.0,0.0,0.0,15965.0
20230717,998926.9648923998,-140.0,0.0,0.0,15825.0
20230718,998831.9648923998,-95.0,0.0,0.0,15730.0
20230719,998891.9648923998,60.0,0.0,0.0,15790.0
