event_id,datetime,security,frequency,category,type,direction,count,perfect,reason,setup_type,setup_perfect,setup_first_dt,setup_last_dt,setup_highest_high,tdst_threshold,countdown_start_dt,count_1_dt,count_2_dt,count_3_dt,count_4_dt,count_5_dt,count_6_dt,count_7_dt,count_8_dt,countdown_8_close,count_9_dt,count_10_dt,count_11_dt,count_12_dt,count_13_dt,countdown_low_dt,countdown_low,countdown_low_bar_high,bar_close,bar_high,bar_low,pre20_avg_amount,pre20_volatility,pre20_return
600519SS_2021-01-12T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_1,2021-01-12 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,1,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,,,,,,,,,,,,,,2021-01-12 00:00:00,1870.79,1946.69,1946.69,1946.69,1870.79,7428011712.0,0.019673,0.215314
600519SS_2021-01-13T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_2,2021-01-13 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,2,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-13 00:00:00,,,,,,,,,,,,,2021-01-12 00:00:00,1870.79,1946.69,1949.79,1959.12,1920.79,7529749132.8,0.01974,0.199288
000651SZ_2021-01-13T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_1,2021-01-13 00:00:00,000651.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,1,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,52.77,44.68,2021-01-08 00:00:00,2021-01-13 00:00:00,,,,,,,,,,,,,,2021-01-13 00:00:00,49.75,51.99,50.91,51.99,49.75,2945028296.1845,0.021067,0.082731
600036SS_2021-01-18T000000_SELL_SETUP_PERFECT_-1_2021-01-18T000000_9,2021-01-18 00:00:00,600036.SS,1d,SETUP,SELL_SETUP_PERFECT,-1,9,True,,SELL_SETUP,True,2021-01-06 00:00:00,2021-01-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,4531812940.8,0.026615,0.270359
600036SS_2021-01-18T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-18T000000_1,2021-01-18 00:00:00,600036.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,1,,,SELL_SETUP,True,2021-01-06 00:00:00,2021-01-18 00:00:00,44.4,32.51,2021-01-18 00:00:00,2021-01-18 00:00:00,,,,,,,,,,,,,,2021-01-18 00:00:00,41.71,43.59,42.43,43.59,41.71,4531812940.8,0.026615,0.270359
000858SZ_2021-01-21T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_1,2021-01-21 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,1,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,,,,,,,,,,,,,,2021-01-21 00:00:00,263.12,276.61,274.57,276.61,263.12,7684572284.6435,0.033802,0.085514
600519SS_2021-01-22T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_3,2021-01-22 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,3,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-13 00:00:00,2021-01-22 00:00:00,,,,,,,,,,,,2021-01-22 00:00:00,1845.89,1885.79,1865.74,1885.79,1845.89,8235227456.0,0.021764,0.154692
000858SZ_2021-01-22T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_2,2021-01-22 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,2,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,2021-01-22 00:00:00,,,,,,,,,,,,,2021-01-21 00:00:00,263.12,276.61,273.18,277.53,270.2,7838351736.1525,0.033872,0.077463
600519SS_2021-01-25T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_4,2021-01-25 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,4,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-13 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,,,,,,,,,,,2021-01-22 00:00:00,1845.89,1885.79,1960.79,1965.29,1868.79,8625751308.8,0.02348,0.18206
000858SZ_2021-01-25T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_3,2021-01-25 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,3,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,,,,,,,,,,,,2021-01-21 00:00:00,263.12,276.61,293.31,293.95,270.82,8326876582.457,0.036487,0.112835
600519SS_2021-01-26T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_5,2021-01-26 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,5,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-13 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,,,,,,,,,,2021-01-22 00:00:00,1845.89,1885.79,1927.68,1972.79,1910.9,8685933529.6,0.024039,0.166319
000858SZ_2021-01-26T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_4,2021-01-26 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,4,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,,,,,,,,,,,2021-01-21 00:00:00,263.12,276.61,283.4,293.33,282.72,8425269557.0625,0.037177,0.095816
601318SS_2021-01-28T000000_BUY_SETUP_PERFECT_1_2021-01-28T000000_9,2021-01-28 00:00:00,601318.SS,1d,SETUP,BUY_SETUP_PERFECT,1,9,True,,BUY_SETUP,True,2021-01-18 00:00:00,2021-01-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,9891256320.0,0.020898,-0.080843
601318SS_2021-01-28T000000_BUY_COUNTDOWN_PROGRESS_1_2021-01-28T000000_1,2021-01-28 00:00:00,601318.SS,1d,COUNTDOWN,BUY_COUNTDOWN_PROGRESS,1,1,,,BUY_SETUP,True,2021-01-18 00:00:00,2021-01-28 00:00:00,76.13,76.13,2021-01-28 00:00:00,2021-01-28 00:00:00,,,,,,,,,,,,,,2021-01-28 00:00:00,68.63,70.56,68.9,70.56,68.63,9891256320.0,0.020898,-0.080843
000651SZ_2021-01-28T000000_SELL_COUNTDOWN_CANCEL_-1_2021-01-08T000000_1,2021-01-28 00:00:00,000651.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_CANCEL,-1,1,,tdst_break_rule_4,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,52.77,44.68,2021-01-08 00:00:00,2021-01-13 00:00:00,,,,,,,,,,,,,,2021-01-13 00:00:00,49.75,51.99,43.28,44.69,43.22,3140997154.69,0.025909,-0.097016
601318SS_2021-01-29T000000_BUY_COUNTDOWN_PROGRESS_1_2021-01-28T000000_2,2021-01-29 00:00:00,601318.SS,1d,COUNTDOWN,BUY_COUNTDOWN_PROGRESS,1,2,,,BUY_SETUP,True,2021-01-18 00:00:00,2021-01-28 00:00:00,76.13,76.13,2021-01-28 00:00:00,2021-01-28 00:00:00,2021-01-29 00:00:00,,,,,,,,,,,,,2021-01-29 00:00:00,66.48,69.42,67.06,69.42,66.48,10050889932.8,0.02104,-0.083379
000651SZ_2021-01-29T000000_BUY_SETUP_PERFECT_1_2021-01-29T000000_9,2021-01-29 00:00:00,000651.SZ,1d,SETUP,BUY_SETUP_PERFECT,1,9,True,,BUY_SETUP,True,2021-01-19 00:00:00,2021-01-29 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,3145367024.514,0.025494,-0.134997
000651SZ_2021-01-29T000000_BUY_COUNTDOWN_PROGRESS_1_2021-01-29T000000_1,2021-01-29 00:00:00,000651.SZ,1d,COUNTDOWN,BUY_COUNTDOWN_PROGRESS,1,1,,,BUY_SETUP,True,2021-01-19 00:00:00,2021-01-29 00:00:00,51.08,51.08,2021-01-29 00:00:00,2021-01-29 00:00:00,,,,,,,,,,,,,,2021-01-29 00:00:00,41.87,43.78,42.29,43.78,41.87,3145367024.514,0.025494,-0.134997
000858SZ_2021-02-01T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_5,2021-02-01 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,5,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,2021-02-01 00:00:00,,,,,,,,,,2021-01-21 00:00:00,263.12,276.61,269.91,277.49,269.91,8853513049.236,0.033933,-0.093044
601318SS_2021-02-01T000000_BUY_COUNTDOWN_PROGRESS_1_2021-01-28T000000_3,2021-02-01 00:00:00,601318.SS,1d,COUNTDOWN,BUY_COUNTDOWN_PROGRESS,1,3,,,BUY_SETUP,True,2021-01-18 00:00:00,2021-01-28 00:00:00,76.13,76.13,2021-01-28 00:00:00,2021-01-28 00:00:00,2021-01-29 00:00:00,2021-02-01 00:00:00,,,,,,,,,,,,2021-02-01 00:00:00,66.35,67.72,67.25,67.72,66.35,9896649753.6,0.021008,-0.069204
600036SS_2021-02-01T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-18T000000_2,2021-02-01 00:00:00,600036.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,2,,,SELL_SETUP,True,2021-01-06 00:00:00,2021-01-18 00:00:00,44.4,32.51,2021-01-18 00:00:00,2021-01-18 00:00:00,2021-02-01 00:00:00,,,,,,,,,,,,,2021-02-01 00:00:00,40.99,43.29,42.91,43.29,40.99,4717287705.6,0.025158,0.312634
000651SZ_2021-02-01T000000_BUY_COUNTDOWN_PROGRESS_1_2021-01-29T000000_2,2021-02-01 00:00:00,000651.SZ,1d,COUNTDOWN,BUY_COUNTDOWN_PROGRESS,1,2,,,BUY_SETUP,True,2021-01-19 00:00:00,2021-01-29 00:00:00,51.08,51.08,2021-01-29 00:00:00,2021-01-29 00:00:00,2021-02-01 00:00:00,,,,,,,,,,,,,2021-02-01 00:00:00,41.74,43.19,42.42,43.19,41.74,3062494131.2155,0.022079,-0.172293
000858SZ_2021-02-02T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_6,2021-02-02 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,6,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,2021-02-01 00:00:00,2021-02-02 00:00:00,,,,,,,,,2021-01-21 00:00:00,263.12,276.61,281.74,281.95,269.52,8809946222.3935,0.034904,-0.07904
601318SS_2021-02-02T000000_BUY_COUNTDOWN_PROGRESS_1_2021-01-28T000000_4,2021-02-02 00:00:00,601318.SS,1d,COUNTDOWN,BUY_COUNTDOWN_PROGRESS,1,4,,,BUY_SETUP,True,2021-01-18 00:00:00,2021-01-28 00:00:00,76.13,76.13,2021-01-28 00:00:00,2021-01-28 00:00:00,2021-01-29 00:00:00,2021-02-01 00:00:00,2021-02-02 00:00:00,,,,,,,,,,,2021-02-02 00:00:00,65.93,67.43,66.16,67.43,65.93,9843968025.6,0.020396,-0.10255
600519SS_2021-02-03T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_6,2021-02-03 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,6,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-13 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,2021-02-03 00:00:00,,,,,,,,,2021-01-22 00:00:00,1845.89,1885.79,1975.7,1984.06,1925.79,8514123673.6,0.021741,0.025917
000858SZ_2021-02-03T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_7,2021-02-03 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,7,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,2021-02-01 00:00:00,2021-02-02 00:00:00,2021-02-03 00:00:00,,,,,,,,2021-01-21 00:00:00,263.12,276.61,286.37,286.62,278.74,8642498391.8965,0.03514,-0.069079
601318SS_2021-02-03T000000_BUY_COUNTDOWN_PROGRESS_1_2021-01-28T000000_5,2021-02-03 00:00:00,601318.SS,1d,COUNTDOWN,BUY_COUNTDOWN_PROGRESS,1,5,,,BUY_SETUP,True,2021-01-18 00:00:00,2021-01-28 00:00:00,76.13,76.13,2021-01-28 00:00:00,2021-01-28 00:00:00,2021-01-29 00:00:00,2021-02-01 00:00:00,2021-02-02 00:00:00,2021-02-03 00:00:00,,,,,,,,,,2021-02-03 00:00:00,63.28,65.72,64.52,65.72,63.28,9959224064.0,0.020605,-0.130927
600036SS_2021-02-03T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-18T000000_3,2021-02-03 00:00:00,600036.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,3,,,SELL_SETUP,True,2021-01-06 00:00:00,2021-01-18 00:00:00,44.4,32.51,2021-01-18 00:00:00,2021-01-18 00:00:00,2021-02-01 00:00:00,2021-02-03 00:00:00,,,,,,,,,,,,2021-02-01 00:00:00,40.99,43.29,43.56,44.51,42.0,4557264396.8,0.02167,0.196375
600519SS_2021-02-04T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_7,2021-02-04 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,7,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-13 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,2021-02-03 00:00:00,2021-02-04 00:00:00,,,,,,,,2021-01-22 00:00:00,1845.89,1885.79,2106.64,2115.79,1976.79,8844411264.0,0.025088,0.123068
000858SZ_2021-02-04T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_8,2021-02-04 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,8,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,2021-02-01 00:00:00,2021-02-02 00:00:00,2021-02-03 00:00:00,2021-02-04 00:00:00,291.22,,,,,,2021-01-21 00:00:00,263.12,276.61,291.22,294.42,282.63,8689535786.527,0.034144,-0.01154
600036SS_2021-02-04T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-18T000000_4,2021-02-04 00:00:00,600036.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,4,,,SELL_SETUP,True,2021-01-06 00:00:00,2021-01-18 00:00:00,44.4,32.51,2021-01-18 00:00:00,2021-01-18 00:00:00,2021-02-01 00:00:00,2021-02-03 00:00:00,2021-02-04 00:00:00,,,,,,,,,,,2021-02-01 00:00:00,40.99,43.29,44.01,45.71,43.12,4575272640.0,0.021555,0.185934
600519SS_2021-02-05T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_8,2021-02-05 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,8,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-13 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,2021-02-03 00:00:00,2021-02-04 00:00:00,2021-02-05 00:00:00,2098.79,,,,,,2021-01-22 00:00:00,1845.89,1885.79,2098.79,2150.39,2076.79,8739829427.2,0.025191,0.113109
000858SZ_2021-02-05T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_9,2021-02-05 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,9,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,2021-02-01 00:00:00,2021-02-02 00:00:00,2021-02-03 00:00:00,2021-02-04 00:00:00,291.22,2021-02-05 00:00:00,,,,,2021-01-21 00:00:00,263.12,276.61,297.38,307.62,291.62,8615902731.4555,0.03198,0.066566
600036SS_2021-02-05T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-18T000000_5,2021-02-05 00:00:00,600036.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,5,,,SELL_SETUP,True,2021-01-06 00:00:00,2021-01-18 00:00:00,44.4,32.51,2021-01-18 00:00:00,2021-01-18 00:00:00,2021-02-01 00:00:00,2021-02-03 00:00:00,2021-02-04 00:00:00,2021-02-05 00:00:00,,,,,,,,,,2021-02-01 00:00:00,40.99,43.29,45.25,46.45,44.21,4589970009.6,0.019973,0.162343
600519SS_2021-02-08T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_9,2021-02-08 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,9,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-13 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,2021-02-03 00:00:00,2021-02-04 00:00:00,2021-02-05 00:00:00,2098.79,2021-02-08 00:00:00,,,,,2021-01-22 00:00:00,1845.89,1885.79,2154.59,2164.67,2098.79,8622439091.2,0.024899,0.106797
000858SZ_2021-02-08T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_10,2021-02-08 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,10,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,2021-02-01 00:00:00,2021-02-02 00:00:00,2021-02-03 00:00:00,2021-02-04 00:00:00,291.22,2021-02-05 00:00:00,2021-02-08 00:00:00,,,,2021-01-21 00:00:00,263.12,276.61,297.62,308.12,291.42,8461876377.906,0.031311,0.034768
600036SS_2021-02-08T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-18T000000_6,2021-02-08 00:00:00,600036.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,6,,,SELL_SETUP,True,2021-01-06 00:00:00,2021-01-18 00:00:00,44.4,32.51,2021-01-18 00:00:00,2021-01-18 00:00:00,2021-02-01 00:00:00,2021-02-03 00:00:00,2021-02-04 00:00:00,2021-02-05 00:00:00,2021-02-08 00:00:00,,,,,,,,,2021-02-01 00:00:00,40.99,43.29,45.77,46.11,44.2,4464322624.0,0.019132,0.138274
600519SS_2021-02-09T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_10,2021-02-09 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,10,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-13 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,2021-02-03 00:00:00,2021-02-04 00:00:00,2021-02-05 00:00:00,2098.79,2021-02-08 00:00:00,2021-02-09 00:00:00,,,,2021-01-22 00:00:00,1845.89,1885.79,2242.22,2242.22,2135.79,8581057689.6,0.026065,0.14998
