date,stock_code,name,amount,market_value,cost_basis
20221025,000651.SZ,格力电器,300,8940.0,32.09
20221026,000651.SZ,格力电器,300,9006.0,32.09
20221027,000651.SZ,格力电器,300,9123.0,32.09
20221028,000651.SZ,格力电器,300,9057.0,32.09
20221031,000651.SZ,格力电器,300,8601.0,32.09
20221101,000651.SZ,格力电器,300,8811.0,32.09
20221101,600036.SS,招商银行,300,8457.0,28.21
20221102,000651.SZ,格力电器,300,8865.0,32.09
20221102,600036.SS,招商银行,300,8526.0,28.21
20221103,000651.SZ,格力电器,300,8787.0,32.09
20221103,600036.SS,招商银行,300,8415.0,28.21
20221104,000651.SZ,格力电器,300,9048.0,32.09
20221104,600036.SS,招商银行,300,8724.0,28.21
20221107,000651.SZ,格力电器,300,9081.0,32.09
20221107,600036.SS,招商银行,300,8748.0,28.21
20221108,000651.SZ,格力电器,300,9042.0,32.09
20221108,600036.SS,招商银行,300,8745.0,28.21
20221109,000651.SZ,格力电器,300,9078.0,32.09
20221109,600036.SS,招商银行,300,8754.0,28.21
20221110,000651.SZ,格力电器,300,9036.0,32.09
20221110,600036.SS,招商银行,300,8757.0,28.21
20221111,000651.SZ,格力电器,300,9333.0,32.09
20221111,600036.SS,招商银行,300,9372.0,28.21
20221114,000651.SZ,格力电器,300,9513.0,32.09
20221114,600036.SS,招商银行,300,9942.0,28.21
20221115,000651.SZ,格力电器,300,9597.0,32.09
20221115,600036.SS,招商银行,300,9984.0,28.21
20221116,000651.SZ,格力电器,300,9519.0,32.09
20221116,600036.SS,招商银行,300,10014.0,28.21
20221117,000651.SZ,格力电器,300,9525.0,32.09
20221117,600036.SS,招商银行,300,9693.0,28.21
20221118,000651.SZ,格力电器,300,9528.0,32.09
20221118,600036.SS,招商银行,300,9621.0,28.21
20221121,000651.SZ,格力电器,300,9330.0,32.09
20221121,600036.SS,招商银行,300,9561.0,28.21
20221122,000651.SZ,格力电器,600,18774.0,31.7
20221122,600036.SS,招商银行,300,9735.0,28.21
20221123,000651.SZ,格力电器,600,18720.0,31.7
20221123,600036.SS,招商银行,300,9666.0,28.21
20221124,000651.SZ,格力电器,600,18732.0,31.7
20221124,600036.SS,招商银行,300,9666.0,28.21
20221125,000651.SZ,格力电器,600,19056.0,31.7
20221125,600036.SS,招商银行,300,9906.0,28.21
20221128,000651.SZ,格力电器,600,18900.0,31.7
20221128,600036.SS,招商银行,300,9588.0,28.21
20221129,000651.SZ,格力电器,600,19482.0,31.7
20221129,600036.SS,招商银行,300,10458.0,28.21
20221130,000651.SZ,格力电器,600,19302.0,31.7
20221130,600036.SS,招商银行,300,10488.0,28.21
20221201,000651.SZ,格力电器,600,19452.0,31.7
20221201,600036.SS,招商银行,300,10500.0,28.21
20221202,000651.SZ,格力电器,600,19338.0,31.7
20221202,600036.SS,招商银行,300,10317.0,28.21
20221205,000651.SZ,格力电器,600,19728.0,31.7
20221205,600036.SS,招商银行,300,10830.0,28.21
20221206,000651.SZ,格力电器,600,19764.0,31.7
20221206,600036.SS,招商银行,300,10755.0,28.21
20221207,000651.SZ,格力电器,600,19872.0,31.7
20221207,600036.SS,招商银行,300,10596.0,28.21
20221208,000651.SZ,格力电器,600,19806.0,31.7
20221208,600036.SS,招商银行,300,10635.0,28.21
20221209,000651.SZ,格力电器,600,20328.0,31.7
20221209,600036.SS,招商银行,300,11025.0,28.21
20221212,000651.SZ,格力电器,600,19968.0,31.7
20221212,600036.SS,招商银行,300,10737.0,28.21
20221213,000651.SZ,格力电器,600,20022.0,31.7
20221213,600036.SS,招商银行,300,10842.0,28.21
20221214,000651.SZ,格力电器,600,20040.0,31.7
20221214,600036.SS,招商银行,300,11073.0,28.21
20221215,000651.SZ,格力电器,600,19806.0,31.7
20221215,600036.SS,招商银行,300,10899.0,28.21
20221216,000651.SZ,格力电器,600,19956.0,31.7
20221216,600036.SS,招商银行,300,11127.0,28.21
20221219,000651.SZ,格力电器,600,19692.0,31.7
20221219,600036.SS,招商银行,300,10950.0,28.21
20221220,000651.SZ,格力电器,600,19380.0,31.7
20221220,600036.SS,招商银行,300,10716.0,28.21
20221221,000651.SZ,格力电器,600,19458.0,31.7
20221221,600036.SS,招商银行,300,10785.0,28.21
20221222,000651.SZ,格力电器,600,19764.0,31.7
20221222,600036.SS,招商银行,300,10950.0,28.21
20221223,000651.SZ,格力电器,600,19668.0,31.7
20221223,600036.SS,招商银行,300,10911.0,28.21
20221226,000651.SZ,格力电器,600,19410.0,31.7
20221226,600036.SS,招商银行,300,10785.0,28.21
20221227,000651.SZ,格力电器,600,19578.0,31.7
20221227,600036.SS,招商银行,300,11001.0,28.21
20221228,000651.SZ,格力电器,600,19542.0,31.7
20221228,600036.SS,招商银行,300,11199.0,28.21
20221229,000651.SZ,格力电器,600,19296.0,31.7
20221229,600036.SS,招商银行,300,11169.0,28.21
20221230,000651.SZ,格力电器,600,19392.0,31.7
20221230,600036.SS,招商银行,300,11178.0,28.21
20230103,000651.SZ,格力电器,600,19500.0,31.7
20230103,600036.SS,招商银行,300,11274.0,28.21
20230104,000651.SZ,格力电器,600,19986.0,31.7
20230104,600036.SS,招商银行,300,11595.0,28.21
20230105,000651.SZ,格力电器,600,20520.0,31.7
20230105,600036.SS,招商银行,300,11550.0,28.21
20230106,000651.SZ,格力电器,600,20460.0,31.7
20230106,600036.SS,招商银行,300,11514.0,28.21
20230109,000651.SZ,格力电器,600,20454.0,31.7
20230109,600036.SS,招商银行,300,11640.0,28.21
20230110,000651.SZ,格力电器,600,20472.0,31.7
20230110,600036.SS,招商银行,300,11475.0,28.21
20230111,000651.SZ,格力电器,600,20658.0,31.7
20230111,600036.SS,招商银行,300,11676.0,28.21
20230112,000651.SZ,格力电器,600,20472.0,31.7
20230112,600036.SS,招商银行,300,11715.0,28.21
20230113,000651.SZ,格力电器,600,20670.0,31.7
20230113,600036.SS,招商银行,300,11898.0,28.21
20230116,000651.SZ,格力电器,600,21288.0,31.7
20230116,600036.SS,招商银行,300,12141.0,28.21
20230117,000651.SZ,格力电器,600,21270.0,31.7
20230117,600036.SS,招商银行,300,12204.0,28.21
20230118,000651.SZ,格力电器,600,21126.0,31.7
20230118,600036.SS,招商银行,300,12114.0,28.21
20230119,000651.SZ,格力电器,600,21060.0,31.7
20230119,600036.SS,招商银行,300,12195.0,28.21
20230120,000651.SZ,格力电器,600,21030.0,31.7
20230120,600036.SS,招商银行,300,12315.0,28.21
20230130,000651.SZ,格力电器,600,21030.0,31.7
20230130,600036.SS,招商银行,300,12609.0,28.21
20230131,000651.SZ,格力电器,600,20778.0,31.7
20230131,600036.SS,招商银行,300,12363.0,28.21
20230201,000651.SZ,格力电器,600,20970.0,31.7
20230201,600036.SS,招商银行,300,12162.0,28.21
20230202,000651.SZ,格力电器,600,20928.0,31.7
20230202,600036.SS,招商银行,300,12009.0,28.21
20230203,000651.SZ,格力电器,600,20820.0,31.7
20230203,600036.SS,招商银行,300,11790.0,28.21
20230206,000651.SZ,格力电器,600,20304.0,31.7
20230206,600036.SS,招商银行,300,11505.0,28.21
20230207,000651.SZ,格力电器,600,20652.0,31.7
20230207,600036.SS,招商银行,300,11523.0,28.21
20230208,000651.SZ,格力电器,600,20574.0,31.7
20230208,600036.SS,招商银行,300,11547.0,28.21
20230209,000651.SZ,格力电器,600,20610.0,31.7
20230209,600036.SS,招商银行,300,11547.0,28.21
20230210,000651.SZ,格力电器,600,20562.0,31.7
20230210,600036.SS,招商银行,300,11448.0,28.21
20230213,000651.SZ,格力电器,600,20826.0,31.7
20230213,600036.SS,招商银行,300,11316.0,28.21
20230214,000651.SZ,格力电器,600,20922.0,31.7
20230214,600036.SS,招商银行,300,11400.0,28.21
20230215,000651.SZ,格力电器,600,20724.0,31.7
20230215,600036.SS,招商银行,300,11151.0,28.21
20230216,000651.SZ,格力电器,600,20490.0,31.7
20230216,600036.SS,招商银行,300,11181.0,28.21
20230217,000651.SZ,格力电器,600,20382.0,31.7
20230217,600036.SS,招商银行,300,11013.0,28.21
20230220,000651.SZ,格力电器,600,21090.0,31.7
20230220,600036.SS,招商银行,300,11547.0,28.21
20230221,000651.SZ,格力电器,600,21684.0,31.7
20230221,600036.SS,招商银行,300,11607.0,28.21
20230222,000651.SZ,格力电器,600,21648.0,31.7
20230222,600036.SS,招商银行,300,11448.0,28.21
20230223,000651.SZ,格力电器,600,22218.0,31.7
20230223,600036.SS,招商银行,300,11481.0,28.21
20230224,000651.SZ,格力电器,600,21936.0,31.7
20230224,600036.SS,招商银行,300,11238.0,28.21
20230227,000651.SZ,格力电器,600,21126.0,31.7
20230227,600036.SS,招商银行,300,11148.0,28.21
20230228,000651.SZ,格力电器,600,21312.0,31.7
20230228,600036.SS,招商银行,300,11193.0,28.21
20230301,000651.SZ,格力电器,600,21852.0,31.7
20230301,600036.SS,招商银行,300,11475.0,28.21
20230302,000651.SZ,格力电器,600,21966.0,31.7
20230302,600036.SS,招商银行,300,11475.0,28.21
20230303,000651.SZ,格力电器,600,22182.0,31.7
20230303,600036.SS,招商银行,300,11475.0,28.21
20230306,000651.SZ,格力电器,600,22146.0,31.7
20230306,600036.SS,招商银行,300,11100.0,28.21
20230307,000651.SZ,格力电器,600,21744.0,31.7
20230307,600036.SS,招商银行,300,10968.0,28.21
20230308,000651.SZ,格力电器,600,21894.0,31.7
20230308,600036.SS,招商银行,300,10800.0,28.21
20230309,000651.SZ,格力电器,600,21972.0,31.7
20230309,600036.SS,招商银行,300,10674.0,28.21
20230310,000651.SZ,格力电器,600,21366.0,31.7
20230310,600036.SS,招商银行,300,10509.0,28.21
20230313,000651.SZ,格力电器,600,22266.0,31.7
20230313,600036.SS,招商银行,300,10515.0,28.21
20230314,000651.SZ,格力电器,600,22164.0,31.7
20230314,600036.SS,招商银行,300,10374.0,28.21
20230315,000651.SZ,格力电器,600,22470.0,31.7
20230315,600036.SS,招商银行,500,17440.0,30.89
20230316,000651.SZ,格力电器,600,22380.0,31.7
20230316,600036.SS,招商银行,500,17325.0,30.89
20230317,000651.SZ,格力电器,600,22506.0,31.7
20230317,600036.SS,招商银行,500,17180.0,30.89
20230320,000651.SZ,格力电器,600,22260.0,31.7
20230320,600036.SS,招商银行,500,17060.0,30.89
20230321,000651.SZ,格力电器,600,22572.0,31.7
20230321,600036.SS,招商银行,500,17115.0,30.89
20230322,000651.SZ,格力电器,600,22326.0,31.7
20230322,600036.SS,招商银行,500,17270.0,30.89
20230323,000651.SZ,格力电器,600,22284.0,31.7
20230323,600036.SS,招商银行,500,17600.0,30.89
20230324,000651.SZ,格力电器,600,22116.0,31.7
20230324,600036.SS,招商银行,500,17215.0,30.89
20230327,000651.SZ,格力电器,600,21828.0,31.7
20230327,600036.SS,招商银行,500,17105.0,30.89
20230328,000651.SZ,格力电器,600,21840.0,31.7
20230328,600036.SS,招商银行,500,17200.0,30.89
20230329,000651.SZ,格力电器,600,21690.0,31.7
20230329,600036.SS,招商银行,500,17060.0,30.89
20230330,000651.SZ,格力电器,600,22338.0,31.7
20230330,600036.SS,招商银行,500,17175.0,30.89
20230331,000651.SZ,格力电器,600,22050.0,31.7
20230331,600036.SS,招商银行,300,10281.0,30.89
20230403,000651.SZ,格力电器,600,22356.0,31.7
20230403,600036.SS,招商银行,300,10311.0,30.89
20230404,000651.SZ,格力电器,600,22218.0,31.7
20230404,600036.SS,招商银行,300,10284.0,30.89
20230406,000651.SZ,格力电器,600,22050.0,31.7
20230406,600036.SS,招商银行,300,10140.0,30.89
20230407,000651.SZ,格力电器,600,22374.0,31.7
20230407,600036.SS,招商银行,300,10242.0,30.89
20230410,000651.SZ,格力电器,600,22650.0,31.7
20230410,600036.SS,招商银行,300,10272.0,30.89
20230411,000651.SZ,格力电器,600,23640.0,31.7
20230411,600036.SS,招商银行,300,10119.0,30.89
20230412,000651.SZ,格力电器,600,23640.0,31.7
20230412,600036.SS,招商银行,300,10122.0,30.89
20230413,000651.SZ,格力电器,600,23112.0,31.7
20230413,600036.SS,招商银行,300,10203.0,30.89
20230414,000651.SZ,格力电器,600,23040.0,31.7
20230414,600036.SS,招商银行,300,10317.0,30.89
20230417,000651.SZ,格力电器,600,24156.0,31.7
20230417,600036.SS,招商银行,300,10560.0,30.89
20230418,600036.SS,招商银行,300,10704.0,30.89
20230419,600036.SS,招商银行,300,10650.0,30.89
20230420,600036.SS,招商银行,300,10497.0,30.89
20230421,600036.SS,招商银行,300,10350.0,30.89
20230424,600036.SS,招商银行,300,10080.0,30.89
20230425,600036.SS,招商银行,300,10209.0,30.89
20230426,600036.SS,招商银行,300,10146.0,30.89
20230427,600036.SS,招商银行,300,9789.0,30.89
20230428,600036.SS,招商银行,300,10080.0,30.89
20230504,600036.SS,招商银行,300,10239.0,30.89
20230505,600036.SS,招商银行,300,10407.0,30.89
20230508,600036.SS,招商银行,300,10680.0,30.89
20230509,600036.SS,招商银行,300,10497.0,30.89
20230510,600036.SS,招商银行,300,10320.0,30.89
20230511,600036.SS,招商银行,300,10335.0,30.89
20230512,600036.SS,招商银行,500,17020.0,32.16
20230515,600036.SS,招商银行,500,17350.0,32.16
20230516,600036.SS,招商银行,500,17410.0,32.16
20230517,600036.SS,招商银行,500,17250.0,32.16
20230518,600036.SS,招商银行,500,17225.0,32.16
20230519,600036.SS,招商银行,500,16975.0,32.16
20230522,600036.SS,招商银行,500,17100.0,32.16
20230523,600036.SS,招商银行,500,16800.0,32.16
20230524,600036.SS,招商银行,500,16465.0,32.16
20230525,600036.SS,招商银行,500,16210.0,32.16
20230526,600036.SS,招商银行,500,16370.0,32.16
20230529,600036.SS,招商银行,500,16345.0,32.16
20230530,600036.SS,招商银行,500,16320.0,32.16
20230531,600036.SS,招商银行,500,16150.0,32.16
20230601,600036.SS,招商银行,500,16030.0,32.16
20230602,600036.SS,招商银行,500,16535.0,32.16
20230605,600036.SS,招商银行,500,16520.0,32.16
20230606,600036.SS,招商银行,500,16535.0,32.16
20230607,600036.SS,招商银行,500,16650.0,32.16
20230608,600036.SS,招商银行,500,17040.0,32.16
20230609,600036.SS,招商银行,500,16870.0,32.16
20230612,600036.SS,招商银行,500,16865.0,32.16
20230613,600036.SS,招商银行,500,16865.0,32.16
20230614,600036.SS,招商银行,500,16695.0,32.16
20230615,600036.SS,招商银行,500,16860.0,32.16
20230616,600036.SS,招商银行,500,16965.0,32.16
20230619,600036.SS,招商银行,500,16790.0,32.16
20230620,600036.SS,招商银行,500,16595.0,32.16
20230621,600036.SS,招商银行,500,16585.0,32.16
20230626,600036.SS,招商银行,500,16305.0,32.16
20230627,600036.SS,招商银行,500,16410.0,32.16
20230628,600036.SS,招商银行,500,16525.0,32.16
20230629,600036.SS,招商银行,500,16340.0,32.16
20230630,600036.SS,招商银行,500,16380.0,32.16
20230703,600036.SS,招商银行,500,16860.0,32.16
20230704,600036.SS,招商银行,500,16755.0,32.16
20230705,600036.SS,招商银行,500,16515.0,32.16
20230706,600036.SS,招商银行,500,16290.0,32.16
20230707,600036.SS,招商银行,500,16155.0,32.16
20230710,600036.SS,招商银行,500,16225.0,32.16
20230711,600036.SS,招商银行,500,16355.0,32.16
20230712,600036.SS,招商银行,500,16600.0,32.16
20230713,600036.SS,招商银行,500,15925.0,32.16
20230714,600036.SS,招商银行,500,15965.0,32.16
20230717,600036.SS,招商银行,500,15825.0,32.16
20230718,600036.SS,招商银行,500,15730.0,32.16
20230719,600036.SS,招商银行,500,15790.0,32.16
20230720,600036.SS,招商银行,500,15845.0,32.16
20230721,600036.SS,招商银行,500,15900.0,32.16
20230724,600036.SS,招商银行,500,15725.0,32.16
20230724,601318.SS,中国平安,200,9324.0,46.65
20230725,600036.SS,招商银行,500,16635.0,32.16
20230725,601318.SS,中国平安,200,9910.0,46.65
20230726,600036.SS,招商银行,500,16675.0,32.16
20230726,601318.SS,中国平安,200,9892.0,46.65
20230727,600036.SS,招商银行,500,16830.0,32.16
20230727,601318.SS,中国平安,200,9976.0,46.65
20230728,600036.SS,招商银行,500,17550.0,32.16
20230728,601318.SS,中国平安,200,10386.0,46.65
20230731,600036.SS,招商银行,500,17780.0,32.16
20230731,601318.SS,中国平安,200,10520.0,46.65
20230801,600036.SS,招商银行,500,17495.0,32.16
20230801,601318.SS,中国平安,200,10348.0,46.65
20230802,600036.SS,招商银行,500,17015.0,32.16
20230802,601318.SS,中国平安,200,10282.0,46.65
20230803,600036.SS,招商银行,500,17340.0,32.16
20230803,601318.SS,中国平安,200,10482.0,46.65
20230804,600036.SS,招商银行,500,17440.0,32.16
20230804,601318.SS,中国平安,200,10380.0,46.65
20230807,600036.SS,招商银行,500,17250.0,32.16
20230807,601318.SS,中国平安,200,10340.0,46.65
20230808,600036.SS,招商银行,500,17075.0,32.16
20230808,601318.SS,中国平安,200,10252.0,46.65
20230809,600036.SS,招商银行,500,17010.0,32.16
20230809,601318.SS,中国平安,200,10252.0,46.65
20230810,600036.SS,招商银行,500,17070.0,32.16
20230810,601318.SS,中国平安,200,10272.0,46.65
20230811,600036.SS,招商银行,500,16575.0,32.16
20230811,601318.SS,中国平安,200,9874.0,46.65
20230814,600036.SS,招商银行,500,16230.0,32.16
20230814,601318.SS,中国平安,200,9706.0,46.65
20230815,600036.SS,招商银行,500,16180.0,32.16
20230815,601318.SS,中国平安,200,9736.0,46.65
20230816,600036.SS,招商银行,500,15985.0,32.16
20230816,601318.SS,中国平安,200,9670.0,46.65
20230817,600036.SS,招商银行,500,15895.0,32.16
20230817,601318.SS,中国平安,200,9582.0,46.65
20230818,600036.SS,招商银行,500,15940.0,32.16
20230818,601318.SS,中国平安,200,9504.0,46.65
20230821,600036.SS,招商银行,500,15565.0,32.16
20230821,601318.SS,中国平安,200,9334.0,46.65
20230822,600036.SS,招商银行,500,15660.0,32.16
20230822,601318.SS,中国平安,200,9400.0,46.65
20230823,600036.SS,招商银行,500,15425.0,32.16
20230823,601318.SS,中国平安,200,9292.0,46.65
20230824,600036.SS,招商银行,500,15530.0,32.16
20230824,601318.SS,中国平安,200,9300.0,46.65
20230825,600036.SS,招商银行,500,15780.0,32.16
20230825,601318.SS,中国平安,200,9402.0,46.65
20230828,600036.SS,招商银行,500,16130.0,32.16
20230828,601318.SS,中国平安,200,9622.0,46.65
20230829,600036.SS,招商银行,500,16020.0,32.16
20230829,601318.SS,中国平安,200,9712.0,46.65
20230830,600036.SS,招商银行,500,15830.0,32.16
20230830,601318.SS,中国平安,200,9650.0,46.65
20230831,600036.SS,招商银行,500,15775.0,32.16
20230831,601318.SS,中国平安,200,9758.0,46.65
20230901,600036.SS,招商银行,500,16135.0,32.16
20230901,601318.SS,中国平安,200,10020.0,46.65
20230904,600036.SS,招商银行,500,16765.0,32.16
20230904,601318.SS,中国平安,200,10290.0,46.65
20230905,600036.SS,招商银行,500,16555.0,32.16
20230905,601318.SS,中国平安,200,10040.0,46.65
20230906,600036.SS,招商银行,500,16680.0,32.16
20230906,601318.SS,中国平安,200,10206.0,46.65
20230907,600036.SS,招商银行,500,16570.0,32.16
20230907,601318.SS,中国平安,200,10044.0,46.65
20230908,600036.SS,招商银行,500,16585.0,32.16
20230908,601318.SS,中国平安,200,10024.0,46.65
20230911,600036.SS,招商银行,500,16455.0,32.16
20230911,601318.SS,中国平安,200,10072.0,46.65
20230912,600036.SS,招商银行,500,16440.0,32.16
20230912,601318.SS,中国平安,200,9990.0,46.65
20230913,600036.SS,招商银行,500,16375.0,32.16
20230913,601318.SS,中国平安,200,9900.0,46.65
20230914,600036.SS,招商银行,500,16535.0,32.16
20230914,601318.SS,中国平安,200,9838.0,46.65
20230915,600036.SS,招商银行,500,16480.0,32.16
20230915,601318.SS,中国平安,200,9840.0,46.65
20230918,600036.SS,招商银行,500,16510.0,32.16
20230918,601318.SS,中国平安,200,9860.0,46.65
20230919,600036.SS,招商银行,500,16480.0,32.16
20230919,601318.SS,中国平安,200,9856.0,46.65
20230920,600036.SS,招商银行,500,16365.0,32.16
20230920,601318.SS,中国平安,200,9778.0,46.65
20230921,600036.SS,招商银行,500,16185.0,32.16
20230921,601318.SS,中国平安,200,9698.0,46.65
20230922,600036.SS,招商银行,500,16670.0,32.16
20230922,601318.SS,中国平安,200,10066.0,46.65
20230925,600036.SS,招商银行,500,16500.0,32.16
20230925,601318.SS,中国平安,200,9812.0,46.65
20230926,600036.SS,招商银行,500,16400.0,32.16
20230926,601318.SS,中国平安,200,9712.0,46.65
20230927,600036.SS,招商银行,500,16410.0,32.16
20230927,601318.SS,中国平安,200,9732.0,46.65
20230928,600036.SS,招商银行,500,16485.0,32.16
20230928,601318.SS,中国平安,200,9660.0,46.65
20231009,600036.SS,招商银行,500,16290.0,32.16
20231009,601318.SS,中国平安,200,9614.0,46.65
20231010,600036.SS,招商银行,500,16295.0,32.16
20231010,601318.SS,中国平安,200,9520.0,46.65
20231011,600036.SS,招商银行,500,16225.0,32.16
20231011,601318.SS,中国平安,200,9538.0,46.65
20231012,600036.SS,招商银行,500,16535.0,32.16
20231012,601318.SS,中国平安,200,9686.0,46.65
20231013,600036.SS,招商银行,500,16305.0,32.16
20231013,601318.SS,中国平安,200,9594.0,46.65
20231016,600036.SS,招商银行,500,16155.0,32.16
20231016,601318.SS,中国平安,200,9508.0,46.65
20231017,600036.SS,招商银行,800,26016.0,32.3
20231017,601318.SS,中国平安,200,9536.0,46.65
20231018,600036.SS,招商银行,800,25992.0,32.3
20231018,601318.SS,中国平安,200,9478.0,46.65
20231019,600036.SS,招商银行,800,25256.0,32.3
20231019,601318.SS,中国平安,200,9210.0,46.65
20231020,600036.SS,招商银行,800,25320.0,32.3
20231020,601318.SS,中国平安,200,9168.0,46.65
20231023,600036.SS,招商银行,800,24984.0,32.3
20231023,601318.SS,中国平安,200,9188.0,46.65
20231024,600036.SS,招商银行,800,25040.0,32.3
20231024,601318.SS,中国平安,200,9220.0,46.65
20231025,600036.SS,招商银行,800,25136.0,32.3
20231025,601318.SS,中国平安,200,9102.0,46.65
20231026,600036.SS,招商银行,800,25200.0,32.3
20231026,601318.SS,中国平安,200,9140.0,46.65
20231027,600036.SS,招商银行,800,25224.0,32.3
20231027,601318.SS,中国平安,200,9036.0,46.65
20231030,600036.SS,招商银行,800,24720.0,32.3
20231030,601318.SS,中国平安,200,9062.0,46.65
20231031,600036.SS,招商银行,800,24608.0,32.3
20231031,601318.SS,中国平安,200,9092.0,46.65
20231101,600036.SS,招商银行,800,24360.0,32.3
20231101,601318.SS,中国平安,200,9022.0,46.65
20231102,600036.SS,招商银行,800,24544.0,32.3
20231102,601318.SS,中国平安,200,9012.0,46.65
20231103,600036.SS,招商银行,800,24792.0,32.3
20231103,601318.SS,中国平安,200,9048.0,46.65
20231106,600036.SS,招商银行,800,24912.0,32.3
20231106,601318.SS,中国平安,200,9212.0,46.65
20231107,600036.SS,招商银行,800,24640.0,32.3
20231107,601318.SS,中国平安,200,9060.0,46.65
20231108,600036.SS,招商银行,800,24480.0,32.3
20231108,601318.SS,中国平安,200,8926.0,46.65
20231109,600036.SS,招商银行,800,24528.0,32.3
20231109,601318.SS,中国平安,200,8656.0,46.65
20231110,600036.SS,招商银行,800,24128.0,32.3
20231113,600036.SS,招商银行,500,14910.0,32.3
20231114,600036.SS,招商银行,500,15100.0,32.3
20231115,600036.SS,招商银行,500,15320.0,32.3
20231116,600036.SS,招商银行,500,15270.0,32.3
20231117,600036.SS,招商银行,500,15165.0,32.3
20231120,600036.SS,招商银行,500,15290.0,32.3
20231121,600036.SS,招商银行,500,15215.0,32.3
20231122,600036.SS,招商银行,500,15080.0,32.3
20231123,600036.SS,招商银行,500,15070.0,32.3
20231124,600036.SS,招商银行,500,15000.0,32.3
20231127,600036.SS,招商银行,500,14700.0,32.3
20231128,600036.SS,招商银行,300,8748.0,32.3
20231129,600036.SS,招商银行,300,8640.0,32.3
20231130,600036.SS,招商银行,300,8637.0,32.3
20231201,600036.SS,招商银行,300,8478.0,32.3
20231204,600036.SS,招商银行,300,8424.0,32.3
20231205,600036.SS,招商银行,300,8253.0,32.3
20231206,600036.SS,招商银行,300,8328.0,32.3
20240726,601318.SS,中国平安,200,8218.0,41.12
20240729,601318.SS,中国平安,200,8264.0,41.12
20240730,601318.SS,中国平安,200,8266.0,41.12
20240731,601318.SS,中国平安,200,8512.0,41.12
20240801,601318.SS,中国平安,200,8502.0,41.12
20240802,601318.SS,中国平安,200,8364.0,41.12
20240805,601318.SS,中国平安,200,8400.0,41.12
20240806,601318.SS,中国平安,200,8180.0,41.12
20240807,601318.SS,中国平安,200,8140.0,41.12
20240808,601318.SS,中国平安,200,8164.0,41.12
20240808,000651.SZ,格力电器,200,8096.0,40.51
20240809,601318.SS,中国平安,200,8122.0,41.12
20240809,000651.SZ,格力电器,200,8060.0,40.51
20240812,601318.SS,中国平安,200,8124.0,41.12
20240812,000651.SZ,格力电器,200,8066.0,40.51
20240813,601318.SS,中国平安,200,8156.0,41.12
20240813,000651.SZ,格力电器,200,8046.0,40.51
20240814,601318.SS,中国平安,200,8098.0,41.12
20240814,000651.SZ,格力电器,200,8024.0,40.51
20240815,601318.SS,中国平安,200,8264.0,41.12
20240815,000651.SZ,格力电器,200,8104.0,40.51
20240816,601318.SS,中国平安,200,8322.0,41.12
20240816,000651.SZ,格力电器,200,8204.0,40.51
20240819,601318.SS,中国平安,200,8414.0,41.12
20240819,000651.SZ,格力电器,200,8148.0,40.51
20240820,601318.SS,中国平安,200,8384.0,41.12
20240820,000651.SZ,格力电器,200,8192.0,40.51
20240821,601318.SS,中国平安,200,8394.0,41.12
20240821,000651.SZ,格力电器,200,8166.0,40.51
20240822,601318.SS,中国平安,200,8342.0,41.12
20240822,000651.SZ,格力电器,200,8252.0,40.51
20240823,601318.SS,中国平安,200,8670.0,41.12
20240823,000651.SZ,格力电器,200,8408.0,40.51
20240826,601318.SS,中国平安,200,8670.0,41.12
20240826,000651.SZ,格力电器,200,8414.0,40.51
20240827,601318.SS,中国平安,200,8630.0,41.12
20240827,000651.SZ,格力电器,200,8354.0,40.51
20240828,601318.SS,中国平安,200,8638.0,41.12
20240828,000651.SZ,格力电器,200,7760.0,40.51
20240829,601318.SS,中国平安,200,8524.0,41.12
20240829,000651.SZ,格力电器,200,7762.0,40.51
20240830,601318.SS,中国平安,200,8806.0,41.12
20240830,000651.SZ,格力电器,200,7940.0,40.51
20240902,601318.SS,中国平安,200,8690.0,41.12
20240902,000651.SZ,格力电器,200,8010.0,40.51
20240903,601318.SS,中国平安,200,8642.0,41.12
20240903,000651.SZ,格力电器,200,8126.0,40.51
20240904,601318.SS,中国平安,200,8528.0,41.12
20240904,000651.SZ,格力电器,200,8106.0,40.51
20240905,601318.SS,中国平安,200,8684.0,41.12
20240905,000651.SZ,格力电器,200,8068.0,40.51
20240906,601318.SS,中国平安,200,8650.0,41.12
20240906,000651.SZ,格力电器,200,7992.0,40.51
20240909,601318.SS,中国平安,200,8536.0,41.12
20240909,000651.SZ,格力电器,200,7780.0,40.51
20240910,601318.SS,中国平安,200,8532.0,41.12
20240910,000651.SZ,格力电器,200,7800.0,40.51
20240911,601318.SS,中国平安,200,8504.0,41.12
20240911,000651.SZ,格力电器,200,7818.0,40.51
20240912,601318.SS,中国平安,200,8520.0,41.12
20240912,000651.SZ,格力电器,200,7732.0,40.51
20240913,601318.SS,中国平安,200,8578.0,41.12
20240913,000651.SZ,格力电器,200,7848.0,40.51
20240918,601318.SS,中国平安,200,8740.0,41.12
20240918,000651.SZ,格力电器,200,8104.0,40.51
20240919,601318.SS,中国平安,200,8806.0,41.12
20240919,000651.SZ,格力电器,200,8130.0,40.51
20240920,601318.SS,中国平安,200,8830.0,41.12
20240920,000651.SZ,格力电器,200,8214.0,40.51
20240923,601318.SS,中国平安,200,8818.0,41.12
20240923,000651.SZ,格力电器,200,8286.0,40.51
