datetime,security,setup_completed_at,setup_is_perfect,setup_highest_high,count_1_at,count_2_at,count_3_at,count_4_at,count_5_at,count_6_at,count_7_at,count_8_at,count_8_close,count_9_at,count_10_at,count_11_at,count_12_at,count_13_at,countdown_completed_count,countdown_is_perfect,countdown_status,bought,buy_reject_reason,buy_order_id,buy_quantity,buy_price,buy_commission,buy_date,entry_value,stop_loss_price,take_profit_price,sell_order_id,sell_price,sell_commission,sell_date,sell_reason,price_pnl,dividend_income,pnl
2021-05-07 00:00:00,601318.SS,2021-01-28 00:00:00,True,76.13,2021-01-28 00:00:00,2021-01-29 00:00:00,2021-02-01 00:00:00,2021-02-02 00:00:00,2021-02-03 00:00:00,2021-02-09 00:00:00,2021-03-02 00:00:00,2021-03-08 00:00:00,72.93,2021-03-10 00:00:00,2021-03-17 00:00:00,2021-03-18 00:00:00,2021-03-19 00:00:00,2021-03-22 00:00:00,13,True,NORMAL,True,,4fd088153331440c94618500e21b716b,100,80.05,5.3898,2021-03-23 00:00:00,8005.0,60.84,108.865,eb7acffbf32247468f6ec186db880f32,70.1,12.3514,2021-05-07 00:00:00,STOP_LOSS,-995.0,111.2,-901.54
2021-05-10 00:00:00,601318.SS,2021-04-13 00:00:00,True,67.53,2021-04-13 00:00:00,2021-04-15 00:00:00,2021-04-16 00:00:00,2021-04-26 00:00:00,2021-04-27 00:00:00,2021-05-06 00:00:00,2021-05-07 00:00:00,,,,,,,,7,,CANCEL_BY_SAME_SETUP,False,,,,,,,,,,,,,,,,,
2021-06-10 00:00:00,601318.SS,2021-05-10 00:00:00,True,64.95,2021-05-10 00:00:00,2021-05-13 00:00:00,2021-05-19 00:00:00,2021-05-31 00:00:00,2021-06-01 00:00:00,2021-06-02 00:00:00,2021-06-03 00:00:00,2021-06-07 00:00:00,59.65,,,,,,8,,CANCEL_BY_SAME_SETUP,False,,,,,,,,,,,,,,,,,
2021-07-09 00:00:00,601318.SS,2021-06-10 00:00:00,False,62.17,2021-06-11 00:00:00,2021-06-15 00:00:00,2021-06-16 00:00:00,2021-06-17 00:00:00,2021-06-18 00:00:00,2021-06-21 00:00:00,2021-06-22 00:00:00,2021-06-29 00:00:00,53.75,2021-06-30 00:00:00,2021-07-02 00:00:00,2021-07-05 00:00:00,2021-07-08 00:00:00,,12,,CANCEL_BY_SAME_SETUP,False,,,,,,,,,,,,,,,,,
2021-09-01 00:00:00,601318.SS,2021-07-09 00:00:00,True,54.77,2021-07-09 00:00:00,2021-07-12 00:00:00,2021-07-13 00:00:00,2021-07-14 00:00:00,2021-07-20 00:00:00,2021-07-23 00:00:00,2021-07-26 00:00:00,2021-07-27 00:00:00,42.04,2021-07-28 00:00:00,2021-08-13 00:00:00,2021-08-19 00:00:00,2021-08-20 00:00:00,2021-08-23 00:00:00,13,False,NORMAL,True,,26271dc341b94c00855e1db6ac17eed1,100,51.8,5.2523,2021-08-24 00:00:00,5180.0,39.41,70.385,c6fa1d325f9f4210b2ae083c5c1a076e,51.49,10.3998,2021-09-01 00:00:00,STOP_LOSS,-31.0,0.0,-46.65
2022-03-10 00:00:00,601318.SS,2021-08-31 00:00:00,True,45.13,2021-08-31 00:00:00,2021-09-14 00:00:00,2021-09-15 00:00:00,2021-09-16 00:00:00,2021-09-17 00:00:00,2021-09-22 00:00:00,2021-09-23 00:00:00,2021-09-30 00:00:00,37.73,2021-10-13 00:00:00,2021-10-14 00:00:00,2021-10-15 00:00:00,2021-10-18 00:00:00,2021-10-26 00:00:00,13,False,NORMAL,True,,34424e11a49c41619fe8365564c401a4,100,51.65,5.2515,2021-10-27 00:00:00,5165.0,35.89,75.29,fa8d7c4bdffa48e4ab7e4f8205d6dc2d,46.91,9.9195,2022-03-10 00:00:00,STOP_LOSS,-474.0,0.0,-489.17
2022-06-24 00:00:00,601318.SS,2022-04-28 00:00:00,True,38.23,2022-05-09 00:00:00,2022-05-13 00:00:00,2022-05-16 00:00:00,2022-05-24 00:00:00,2022-05-25 00:00:00,2022-06-02 00:00:00,2022-06-13 00:00:00,,,,,,,,7,,CANCEL_BY_TDST_RULE_4,False,,,,,,,,,,,,,,,,,
2022-10-25 00:00:00,601318.SS,2022-03-04 00:00:00,True,43.84,2022-03-04 00:00:00,2022-03-07 00:00:00,2022-03-08 00:00:00,2022-03-09 00:00:00,2022-03-10 00:00:00,2022-03-14 00:00:00,2022-03-15 00:00:00,2022-03-16 00:00:00,34.53,2022-03-29 00:00:00,2022-04-11 00:00:00,2022-04-18 00:00:00,2022-04-19 00:00:00,2022-04-20 00:00:00,13,False,NORMAL,True,,802c6c400a5046ddbe0966a68dfd83e0,200,46.22,5.4502,2022-04-21 00:00:00,9244.0,30.25,70.175,dade08e4aeb2424eb9e76540182dd6c4,37.72,12.9114,2022-10-25 00:00:00,STOP_LOSS,-1700.0,384.0,-1334.36
2022-10-25 00:00:00,601318.SS,2022-07-12 00:00:00,True,39.28,2022-07-12 00:00:00,2022-07-13 00:00:00,2022-07-14 00:00:00,2022-07-15 00:00:00,2022-07-21 00:00:00,2022-07-22 00:00:00,2022-07-28 00:00:00,2022-07-29 00:00:00,33.85,2022-08-01 00:00:00,2022-08-02 00:00:00,2022-08-03 00:00:00,2022-08-09 00:00:00,2022-08-10 00:00:00,13,True,NORMAL,True,,f5d58d6670ac4ac39c15d494ebe8ca12,200,41.46,5.4038,2022-08-11 00:00:00,8292.0,31.37,56.595,45a3afd2bdc54a2099bc0fc0c1b0e5c4,37.72,12.9114,2022-10-25 00:00:00,STOP_LOSS,-748.0,145.6,-620.72
2022-10-28 00:00:00,601318.SS,2022-09-28 00:00:00,True,36.7,2022-09-28 00:00:00,2022-09-29 00:00:00,2022-09-30 00:00:00,2022-10-11 00:00:00,2022-10-19 00:00:00,2022-10-20 00:00:00,2022-10-21 00:00:00,2022-10-24 00:00:00,30.34,2022-10-25 00:00:00,,,,,9,,CANCEL_BY_SAME_SETUP,False,,,,,,,,,,,,,,,,,
