event_id,datetime,security,frequency,category,type,direction,count,perfect,reason,setup_type,setup_perfect,setup_first_dt,setup_last_dt,setup_highest_high,tdst_threshold,countdown_start_dt,count_1_dt,count_2_dt,count_3_dt,count_4_dt,count_5_dt,count_6_dt,count_7_dt,count_8_dt,countdown_8_close,count_9_dt,count_10_dt,count_11_dt,count_12_dt,count_13_dt,countdown_low_dt,countdown_low,countdown_low_bar_high,bar_close,bar_high,bar_low,pre20_avg_amount,pre20_volatility,pre20_return
600519SS_2021-01-12T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_1,2021-01-12 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,1,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,,,,,,,,,,,,,,2021-01-12 00:00:00,1870.79,1946.69,1946.69,1946.69,1870.79,7428011680.0,0.019673,0.215314
600519SS_2021-01-13T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_2,2021-01-13 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,2,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-13 00:00:00,,,,,,,,,,,,,2021-01-12 00:00:00,1870.79,1946.69,1949.79,1959.12,1920.79,7529749110.0,0.01974,0.199288
000651SZ_2021-01-13T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_1,2021-01-13 00:00:00,000651.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,1,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,52.78,44.69,2021-01-08 00:00:00,2021-01-13 00:00:00,,,,,,,,,,,,,,2021-01-13 00:00:00,49.76,52.0,50.92,52.0,49.76,2945028300.0,0.021063,0.082713
600036SS_2021-01-18T000000_SELL_SETUP_PERFECT_-1_2021-01-18T000000_9,2021-01-18 00:00:00,600036.SS,1d,SETUP,SELL_SETUP_PERFECT,-1,9,True,,SELL_SETUP,True,2021-01-06 00:00:00,2021-01-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,4531812930.0,0.026623,0.27044
600036SS_2021-01-18T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-18T000000_1,2021-01-18 00:00:00,600036.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,1,,,SELL_SETUP,True,2021-01-06 00:00:00,2021-01-18 00:00:00,44.39,32.5,2021-01-18 00:00:00,2021-01-18 00:00:00,,,,,,,,,,,,,,2021-01-18 00:00:00,41.7,43.58,42.42,43.58,41.7,4531812930.0,0.026623,0.27044
000858SZ_2021-01-21T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_1,2021-01-21 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,1,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,,,,,,,,,,,,,,2021-01-21 00:00:00,263.12,276.61,274.57,276.61,263.12,7684572290.0,0.033802,0.085514
600519SS_2021-01-22T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_3,2021-01-22 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,3,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-13 00:00:00,2021-01-22 00:00:00,,,,,,,,,,,,2021-01-22 00:00:00,1845.89,1885.79,1865.74,1885.79,1845.89,8235227400.0,0.021764,0.154692
000858SZ_2021-01-22T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_2,2021-01-22 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,2,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,2021-01-22 00:00:00,,,,,,,,,,,,,2021-01-21 00:00:00,263.12,276.61,273.18,277.53,270.2,7838351740.0,0.033872,0.077463
600519SS_2021-01-25T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_4,2021-01-25 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,4,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-13 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,,,,,,,,,,,2021-01-22 00:00:00,1845.89,1885.79,1960.79,1965.29,1868.79,8625751250.0,0.02348,0.18206
000858SZ_2021-01-25T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_3,2021-01-25 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,3,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,,,,,,,,,,,,2021-01-21 00:00:00,263.12,276.61,293.31,293.95,270.82,8326876585.0,0.036487,0.112835
600519SS_2021-01-26T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-11T000000_5,2021-01-26 00:00:00,600519.SS,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,5,,,SELL_SETUP,True,2020-12-29 00:00:00,2021-01-11 00:00:00,1936.67,1640.79,2021-01-11 00:00:00,2021-01-12 00:00:00,2021-01-13 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,,,,,,,,,,2021-01-22 00:00:00,1845.89,1885.79,1927.68,1972.79,1910.9,8685933485.0,0.024039,0.166319
000858SZ_2021-01-26T000000_SELL_COUNTDOWN_PROGRESS_-1_2021-01-08T000000_4,2021-01-26 00:00:00,000858.SZ,1d,COUNTDOWN,SELL_COUNTDOWN_PROGRESS,-1,4,,,SELL_SETUP,False,2020-12-28 00:00:00,2021-01-08 00:00:00,313.28,253.6,2021-01-08 00:00:00,2021-01-21 00:00:00,2021-01-22 00:00:00,2021-01-25 00:00:00,2021-01-26 00:00:00,,,,,,,,,,,2021-01-21 00:00:00,263.12,276.61,283.4,293.33,282.72,8425269560.0,0.037177,0.095816
