日期,时间,合约代码,最新价,仓位,多/空,持仓成本价,市值,累计盈亏
2022-11-14,15:30:00,000651.SZ,31.710,300,多,29.767,9513.000,583.020
2022-11-14,15:30:00,600036.SS,33.140,300,多,28.208,9942.000,1479.600
2022-11-15,15:30:00,000651.SZ,31.990,300,多,29.767,9597.000,667.020
2022-11-15,15:30:00,600036.SS,33.280,300,多,28.208,9984.000,1521.600
2022-11-16,15:30:00,000651.SZ,31.730,300,多,29.767,9519.000,589.020
2022-11-16,15:30:00,600036.SS,33.380,300,多,28.208,10014.000,1551.600
2022-11-17,15:30:00,000651.SZ,31.750,300,多,29.767,9525.000,595.020
2022-11-17,15:30:00,600036.SS,32.310,300,多,28.208,9693.000,1230.600
2022-11-18,15:30:00,000651.SZ,31.760,300,多,29.767,9528.000,598.020
2022-11-18,15:30:00,600036.SS,32.070,300,多,28.208,9621.000,1158.600
2022-11-21,15:30:00,000651.SZ,31.100,300,多,29.767,9330.000,400.020
2022-11-21,15:30:00,600036.SS,31.870,300,多,28.208,9561.000,1098.600
2022-11-22,15:30:00,000651.SZ,31.290,600,多,30.537,18774.000,451.560
2022-11-22,15:30:00,600036.SS,32.450,300,多,28.208,9735.000,1272.600
2022-11-23,15:30:00,000651.SZ,31.200,600,多,30.537,18720.000,397.560
2022-11-23,15:30:00,600036.SS,32.220,300,多,28.208,9666.000,1203.600
2022-11-24,15:30:00,000651.SZ,31.220,600,多,30.537,18732.000,409.560
2022-11-24,15:30:00,600036.SS,32.220,300,多,28.208,9666.000,1203.600
2022-11-25,15:30:00,000651.SZ,31.760,600,多,30.537,19056.000,733.560
2022-11-25,15:30:00,600036.SS,33.020,300,多,28.208,9906.000,1443.600
2022-11-28,15:30:00,000651.SZ,31.500,600,多,30.537,18900.000,577.560
2022-11-28,15:30:00,600036.SS,31.960,300,多,28.208,9588.000,1125.600
2022-11-29,15:30:00,000651.SZ,32.470,600,多,30.537,19482.000,1159.560
2022-11-29,15:30:00,600036.SS,34.860,300,多,28.208,10458.000,1995.600
2022-11-30,15:30:00,000651.SZ,32.170,600,多,30.537,19302.000,979.560
2022-11-30,15:30:00,600036.SS,34.960,300,多,28.208,10488.000,2025.600
2022-12-01,15:30:00,000651.SZ,32.420,600,多,30.537,19452.000,1129.560
2022-12-01,15:30:00,600036.SS,35.000,300,多,28.208,10500.000,2037.600
2022-12-02,15:30:00,000651.SZ,32.230,600,多,30.537,19338.000,1015.560
2022-12-02,15:30:00,600036.SS,34.390,300,多,28.208,10317.000,1854.600
2022-12-05,15:30:00,000651.SZ,32.880,600,多,30.537,19728.000,1405.560
2022-12-05,15:30:00,600036.SS,36.100,300,多,28.208,10830.000,2367.600
2022-12-06,15:30:00,000651.SZ,32.940,600,多,30.537,19764.000,1441.560
2022-12-06,15:30:00,600036.SS,35.850,300,多,28.208,10755.000,2292.600
2022-12-07,15:30:00,000651.SZ,33.120,600,多,30.537,19872.000,1549.560
2022-12-07,15:30:00,600036.SS,35.320,300,多,28.208,10596.000,2133.600
2022-12-08,15:30:00,000651.SZ,33.010,600,多,30.537,19806.000,1483.560
2022-12-08,15:30:00,600036.SS,35.450,300,多,28.208,10635.000,2172.600
2022-12-09,15:30:00,000651.SZ,33.880,600,多,30.537,20328.000,2005.560
2022-12-09,15:30:00,600036.SS,36.750,300,多,28.208,11025.000,2562.600
2022-12-12,15:30:00,000651.SZ,33.280,600,多,30.537,19968.000,1645.560
2022-12-12,15:30:00,600036.SS,35.790,300,多,28.208,10737.000,2274.600
2022-12-13,15:30:00,000651.SZ,33.370,600,多,30.537,20022.000,1699.560
2022-12-13,15:30:00,600036.SS,36.140,300,多,28.208,10842.000,2379.600
2022-12-14,15:30:00,000651.SZ,33.400,600,多,30.537,20040.000,1717.560
2022-12-14,15:30:00,600036.SS,36.910,300,多,28.208,11073.000,2610.600
2022-12-15,15:30:00,000651.SZ,33.010,600,多,30.537,19806.000,1483.560
2022-12-15,15:30:00,600036.SS,36.330,300,多,28.208,10899.000,2436.600
2022-12-16,15:30:00,000651.SZ,33.260,600,多,30.537,19956.000,1633.560
2022-12-16,15:30:00,600036.SS,37.090,300,多,28.208,11127.000,2664.600
2022-12-19,15:30:00,000651.SZ,32.820,600,多,30.537,19692.000,1369.560
2022-12-19,15:30:00,600036.SS,36.500,300,多,28.208,10950.000,2487.600
2022-12-20,15:30:00,000651.SZ,32.300,600,多,30.537,19380.000,1057.560
2022-12-20,15:30:00,600036.SS,35.720,300,多,28.208,10716.000,2253.600
2022-12-21,15:30:00,000651.SZ,32.430,600,多,30.537,19458.000,1135.560
2022-12-21,15:30:00,600036.SS,35.950,300,多,28.208,10785.000,2322.600
2022-12-22,15:30:00,000651.SZ,32.940,600,多,30.537,19764.000,1441.560
2022-12-22,15:30:00,600036.SS,36.500,300,多,28.208,10950.000,2487.600
2022-12-23,15:30:00,000651.SZ,32.780,600,多,30.537,19668.000,1345.560
2022-12-23,15:30:00,600036.SS,36.370,300,多,28.208,10911.000,2448.600
2022-12-26,15:30:00,000651.SZ,32.350,600,多,30.537,19410.000,1087.560
2022-12-26,15:30:00,600036.SS,35.950,300,多,28.208,10785.000,2322.600
2022-12-27,15:30:00,000651.SZ,32.630,600,多,30.537,19578.000,1255.560
2022-12-27,15:30:00,600036.SS,36.670,300,多,28.208,11001.000,2538.600
2022-12-28,15:30:00,000651.SZ,32.570,600,多,30.537,19542.000,1219.560
2022-12-28,15:30:00,600036.SS,37.330,300,多,28.208,11199.000,2736.600
2022-12-29,15:30:00,000651.SZ,32.160,600,多,30.537,19296.000,973.560
2022-12-29,15:30:00,600036.SS,37.230,300,多,28.208,11169.000,2706.600
2022-12-30,15:30:00,000651.SZ,32.320,600,多,30.537,19392.000,1069.560
2022-12-30,15:30:00,600036.SS,37.260,300,多,28.208,11178.000,2715.600
2023-01-03,15:30:00,000651.SZ,32.500,600,多,30.537,19500.000,1177.560
2023-01-03,15:30:00,600036.SS,37.580,300,多,28.208,11274.000,2811.600
2023-01-04,15:30:00,000651.SZ,33.310,600,多,30.537,19986.000,1663.560
2023-01-04,15:30:00,600036.SS,38.650,300,多,28.208,11595.000,3132.600
2023-01-05,15:30:00,000651.SZ,34.200,600,多,30.537,20520.000,2197.560
2023-01-05,15:30:00,600036.SS,38.500,300,多,28.208,11550.000,3087.600
2023-01-06,15:30:00,000651.SZ,34.100,600,多,30.537,20460.000,2137.560
2023-01-06,15:30:00,600036.SS,38.380,300,多,28.208,11514.000,3051.600
2023-01-09,15:30:00,000651.SZ,34.090,600,多,30.537,20454.000,2131.560
2023-01-09,15:30:00,600036.SS,38.800,300,多,28.208,11640.000,3177.600
2023-01-10,15:30:00,000651.SZ,34.120,600,多,30.537,20472.000,2149.560
2023-01-10,15:30:00,600036.SS,38.250,300,多,28.208,11475.000,3012.600
2023-01-11,15:30:00,000651.SZ,34.430,600,多,30.537,20658.000,2335.560
2023-01-11,15:30:00,600036.SS,38.920,300,多,28.208,11676.000,3213.600
2023-01-12,15:30:00,000651.SZ,34.120,600,多,30.537,20472.000,2149.560
2023-01-12,15:30:00,600036.SS,39.050,300,多,28.208,11715.000,3252.600
2023-01-13,15:30:00,000651.SZ,34.450,600,多,30.537,20670.000,2347.560
2023-01-13,15:30:00,600036.SS,39.660,300,多,28.208,11898.000,3435.600
2023-01-16,15:30:00,000651.SZ,35.480,600,多,30.537,21288.000,2965.560
2023-01-16,15:30:00,600036.SS,40.470,300,多,28.208,12141.000,3678.600
2023-01-17,15:30:00,000651.SZ,35.450,600,多,30.537,21270.000,2947.560
2023-01-17,15:30:00,600036.SS,40.680,300,多,28.208,12204.000,3741.600
2023-01-18,15:30:00,000651.SZ,35.210,600,多,30.537,21126.000,2803.560
2023-01-18,15:30:00,600036.SS,40.380,300,多,28.208,12114.000,3651.600
2023-01-19,15:30:00,000651.SZ,35.100,600,多,30.537,21060.000,2737.560
2023-01-19,15:30:00,600036.SS,40.650,300,多,28.208,12195.000,3732.600
2023-01-20,15:30:00,000651.SZ,35.050,600,多,30.537,21030.000,2707.560
2023-01-20,15:30:00,600036.SS,41.050,300,多,28.208,12315.000,3852.600
2023-01-30,15:30:00,000651.SZ,35.050,600,多,30.537,21030.000,2707.560
2023-01-30,15:30:00,600036.SS,42.030,300,多,28.208,12609.000,4146.600
2023-01-31,15:30:00,000651.SZ,34.630,600,多,30.537,20778.000,2455.560
2023-01-31,15:30:00,600036.SS,41.210,300,多,28.208,12363.000,3900.600
2023-02-01,15:30:00,000651.SZ,34.950,600,多,30.537,20970.000,2647.560
2023-02-01,15:30:00,600036.SS,40.540,300,多,28.208,12162.000,3699.600
2023-02-02,15:30:00,000651.SZ,34.880,600,多,30.537,20928.000,2605.560
2023-02-02,15:30:00,600036.SS,40.030,300,多,28.208,12009.000,3546.600
2023-02-03,15:30:00,000651.SZ,34.700,600,多,30.537,20820.000,2497.560
2023-02-03,15:30:00,600036.SS,39.300,300,多,28.208,11790.000,3327.600
2023-02-06,15:30:00,000651.SZ,33.840,600,多,30.537,20304.000,1981.560
2023-02-06,15:30:00,600036.SS,38.350,300,多,28.208,11505.000,3042.600
2023-02-07,15:30:00,000651.SZ,34.420,600,多,30.537,20652.000,2329.560
2023-02-07,15:30:00,600036.SS,38.410,300,多,28.208,11523.000,3060.600
2023-02-08,15:30:00,000651.SZ,34.290,600,多,30.537,20574.000,2251.560
2023-02-08,15:30:00,600036.SS,38.490,300,多,28.208,11547.000,3084.600
2023-02-09,15:30:00,000651.SZ,34.350,600,多,30.537,20610.000,2287.560
2023-02-09,15:30:00,600036.SS,38.490,300,多,28.208,11547.000,3084.600
2023-02-10,15:30:00,000651.SZ,34.270,600,多,30.537,20562.000,2239.560
2023-02-10,15:30:00,600036.SS,38.160,300,多,28.208,11448.000,2985.600
2023-02-13,15:30:00,000651.SZ,34.710,600,多,30.537,20826.000,2503.560
2023-02-13,15:30:00,600036.SS,37.720,300,多,28.208,11316.000,2853.600
2023-02-14,15:30:00,000651.SZ,34.870,600,多,30.537,20922.000,2599.560
2023-02-14,15:30:00,600036.SS,38.000,300,多,28.208,11400.000,2937.600
2023-02-15,15:30:00,000651.SZ,34.540,600,多,30.537,20724.000,2401.560
2023-02-15,15:30:00,600036.SS,37.170,300,多,28.208,11151.000,2688.600
2023-02-16,15:30:00,000651.SZ,34.150,600,多,30.537,20490.000,2167.560
2023-02-16,15:30:00,600036.SS,37.270,300,多,28.208,11181.000,2718.600
2023-02-17,15:30:00,000651.SZ,33.970,600,多,30.537,20382.000,2059.560
2023-02-17,15:30:00,600036.SS,36.710,300,多,28.208,11013.000,2550.600
2023-02-20,15:30:00,000651.SZ,35.150,600,多,30.537,21090.000,2767.560
2023-02-20,15:30:00,600036.SS,38.490,300,多,28.208,11547.000,3084.600
2023-02-21,15:30:00,000651.SZ,36.140,600,多,30.537,21684.000,3361.560
2023-02-21,15:30:00,600036.SS,38.690,300,多,28.208,11607.000,3144.600
2023-02-22,15:30:00,000651.SZ,36.080,600,多,30.537,21648.000,3325.560
2023-02-22,15:30:00,600036.SS,38.160,300,多,28.208,11448.000,2985.600
2023-02-23,15:30:00,000651.SZ,37.030,600,多,30.537,22218.000,3895.560
2023-02-23,15:30:00,600036.SS,38.270,300,多,28.208,11481.000,3018.600
2023-02-24,15:30:00,000651.SZ,36.560,600,多,30.537,21936.000,3613.560
2023-02-24,15:30:00,600036.SS,37.460,300,多,28.208,11238.000,2775.600
2023-02-27,15:30:00,000651.SZ,35.210,600,多,29.741,21126.000,3281.640
2023-02-27,15:30:00,600036.SS,37.160,300,多,28.208,11148.000,2685.600
2023-02-28,15:30:00,000651.SZ,35.520,600,多,29.741,21312.000,3467.640
2023-02-28,15:30:00,600036.SS,37.310,300,多,28.208,11193.000,2730.600
2023-03-01,15:30:00,000651.SZ,36.420,600,多,29.741,21852.000,4007.640
2023-03-01,15:30:00,600036.SS,38.250,300,多,28.208,11475.000,3012.600
2023-03-02,15:30:00,000651.SZ,36.610,600,多,29.741,21966.000,4121.640
2023-03-02,15:30:00,600036.SS,38.250,300,多,28.208,11475.000,3012.600
2023-03-03,15:30:00,000651.SZ,36.970,600,多,29.741,22182.000,4337.640
2023-03-03,15:30:00,600036.SS,38.250,300,多,28.208,11475.000,3012.600
2023-03-06,15:30:00,000651.SZ,36.910,600,多,29.741,22146.000,4301.640
2023-03-06,15:30:00,600036.SS,37.000,300,多,28.208,11100.000,2637.600
2023-03-07,15:30:00,000651.SZ,36.240,600,多,29.741,21744.000,3899.640
2023-03-07,15:30:00,600036.SS,36.560,300,多,28.208,10968.000,2505.600
2023-03-08,15:30:00,000651.SZ,36.490,600,多,29.741,21894.000,4049.640
2023-03-08,15:30:00,600036.SS,36.000,300,多,28.208,10800.000,2337.600
2023-03-09,15:30:00,000651.SZ,36.620,600,多,29.741,21972.000,4127.640
2023-03-09,15:30:00,600036.SS,35.580,300,多,28.208,10674.000,2211.600
2023-03-10,15:30:00,000651.SZ,35.610,600,多,29.741,21366.000,3521.640
2023-03-10,15:30:00,600036.SS,35.030,300,多,28.208,10509.000,2046.600
2023-03-13,15:30:00,000651.SZ,37.110,600,多,29.741,22266.000,4421.640
2023-03-13,15:30:00,600036.SS,35.050,300,多,28.208,10515.000,2052.600
2023-03-14,15:30:00,000651.SZ,36.940,600,多,29.741,22164.000,4319.640
2023-03-14,15:30:00,600036.SS,34.580,300,多,28.208,10374.000,1911.600
2023-03-15,15:30:00,000651.SZ,37.450,600,多,29.741,22470.000,4625.640
2023-03-15,15:30:00,600036.SS,34.880,500,多,30.888,17440.000,1996.250
2023-03-16,15:30:00,000651.SZ,37.300,600,多,29.741,22380.000,4535.640
2023-03-16,15:30:00,600036.SS,34.650,500,多,30.888,17325.000,1881.250
2023-03-17,15:30:00,000651.SZ,37.510,600,多,29.741,22506.000,4661.640
2023-03-17,15:30:00,600036.SS,34.360,500,多,30.888,17180.000,1736.250
2023-03-20,15:30:00,000651.SZ,37.100,600,多,29.741,22260.000,4415.640
2023-03-20,15:30:00,600036.SS,34.120,500,多,30.888,17060.000,1616.250
2023-03-21,15:30:00,000651.SZ,37.620,600,多,29.741,22572.000,4727.640
2023-03-21,15:30:00,600036.SS,34.230,500,多,30.888,17115.000,1671.250
2023-03-22,15:30:00,000651.SZ,37.210,600,多,29.741,22326.000,4481.640
2023-03-22,15:30:00,600036.SS,34.540,500,多,30.888,17270.000,1826.250
2023-03-23,15:30:00,000651.SZ,37.140,600,多,29.741,22284.000,4439.640
2023-03-23,15:30:00,600036.SS,35.200,500,多,30.888,17600.000,2156.250
2023-03-24,15:30:00,000651.SZ,36.860,600,多,29.741,22116.000,4271.640
2023-03-24,15:30:00,600036.SS,34.430,500,多,30.888,17215.000,1771.250
2023-03-27,15:30:00,000651.SZ,36.380,600,多,29.741,21828.000,3983.640
2023-03-27,15:30:00,600036.SS,34.210,500,多,30.888,17105.000,1661.250
2023-03-28,15:30:00,000651.SZ,36.400,600,多,29.741,21840.000,3995.640
2023-03-28,15:30:00,600036.SS,34.400,500,多,30.888,17200.000,1756.250
2023-03-29,15:30:00,000651.SZ,36.150,600,多,29.741,21690.000,3845.640
2023-03-29,15:30:00,600036.SS,34.120,500,多,30.888,17060.000,1616.250
2023-03-30,15:30:00,000651.SZ,37.230,600,多,29.741,22338.000,4493.640
2023-03-30,15:30:00,600036.SS,34.350,500,多,30.888,17175.000,1731.250
2023-03-31,15:30:00,000651.SZ,36.750,600,多,29.741,22050.000,4205.640
2023-03-31,15:30:00,600036.SS,34.270,300,多,28.673,10281.000,1679.070
2023-04-03,15:30:00,000651.SZ,37.260,600,多,29.741,22356.000,4511.640
2023-04-03,15:30:00,600036.SS,34.370,300,多,28.673,10311.000,1709.070
2023-04-04,15:30:00,000651.SZ,37.030,600,多,29.741,22218.000,4373.640
2023-04-04,15:30:00,600036.SS,34.280,300,多,28.673,10284.000,1682.070
2023-04-06,15:30:00,000651.SZ,36.750,600,多,29.741,22050.000,4205.640
2023-04-06,15:30:00,600036.SS,33.800,300,多,28.673,10140.000,1538.070
2023-04-07,15:30:00,000651.SZ,37.290,600,多,29.741,22374.000,4529.640
2023-04-07,15:30:00,600036.SS,34.140,300,多,28.673,10242.000,1640.070
2023-04-10,15:30:00,000651.SZ,37.750,600,多,29.741,22650.000,4805.640
2023-04-10,15:30:00,600036.SS,34.240,300,多,28.673,10272.000,1670.070
2023-04-11,15:30:00,000651.SZ,39.400,600,多,29.741,23640.000,5795.640
2023-04-11,15:30:00,600036.SS,33.730,300,多,28.673,10119.000,1517.070
2023-04-12,15:30:00,000651.SZ,39.400,600,多,29.741,23640.000,5795.640
2023-04-12,15:30:00,600036.SS,33.740,300,多,28.673,10122.000,1520.070
2023-04-13,15:30:00,000651.SZ,38.520,600,多,29.741,23112.000,5267.640
2023-04-13,15:30:00,600036.SS,34.010,300,多,28.673,10203.000,1601.070
2023-04-14,15:30:00,000651.SZ,38.400,600,多,29.741,23040.000,5195.640
2023-04-14,15:30:00,600036.SS,34.390,300,多,28.673,10317.000,1715.070
2023-04-17,15:30:00,000651.SZ,40.260,600,多,29.741,24156.000,6311.640
2023-04-17,15:30:00,600036.SS,35.200,300,多,28.673,10560.000,1958.070
2023-04-18,15:30:00,000651.SZ,40.580,0,多,0.000,0.000,0.000
2023-04-18,15:30:00,600036.SS,35.680,300,多,28.673,10704.000,2102.070
2023-04-19,15:30:00,600036.SS,35.500,300,多,28.673,10650.000,2048.070
2023-04-20,15:30:00,600036.SS,34.990,300,多,28.673,10497.000,1895.070
2023-04-21,15:30:00,600036.SS,34.500,300,多,28.673,10350.000,1748.070
2023-04-24,15:30:00,600036.SS,33.600,300,多,28.673,10080.000,1478.070
2023-04-25,15:30:00,600036.SS,34.030,300,多,28.673,10209.000,1607.070
2023-04-26,15:30:00,600036.SS,33.820,300,多,28.673,10146.000,1544.070
2023-04-27,15:30:00,600036.SS,32.630,300,多,28.673,9789.000,1187.070
2023-04-28,15:30:00,600036.SS,33.600,300,多,28.673,10080.000,1478.070
2023-05-04,15:30:00,600036.SS,34.130,300,多,28.673,10239.000,1637.070
2023-05-05,15:30:00,600036.SS,34.690,300,多,28.673,10407.000,1805.070
2023-05-08,15:30:00,600036.SS,35.600,300,多,28.673,10680.000,2078.070
2023-05-09,15:30:00,600036.SS,34.990,300,多,28.673,10497.000,1895.070
2023-05-10,15:30:00,600036.SS,34.400,300,多,28.673,10320.000,1718.070
2023-05-11,15:30:00,600036.SS,34.450,300,多,28.673,10335.000,1733.070
2023-05-12,15:30:00,600036.SS,34.040,500,多,30.831,17020.000,1604.750
2023-05-15,15:30:00,600036.SS,34.700,500,多,30.831,17350.000,1934.750
2023-05-16,15:30:00,600036.SS,34.820,500,多,30.831,17410.000,1994.750
2023-05-17,15:30:00,600036.SS,34.500,500,多,30.831,17250.000,1834.750
2023-05-18,15:30:00,600036.SS,34.450,500,多,30.831,17225.000,1809.750
2023-05-19,15:30:00,600036.SS,33.950,500,多,30.831,16975.000,1559.750
2023-05-22,15:30:00,600036.SS,34.200,500,多,30.831,17100.000,1684.750
2023-05-23,15:30:00,600036.SS,33.600,500,多,30.831,16800.000,1384.750
2023-05-24,15:30:00,600036.SS,32.930,500,多,30.831,16465.000,1049.750
2023-05-25,15:30:00,600036.SS,32.420,500,多,30.831,16210.000,794.750
2023-05-26,15:30:00,600036.SS,32.740,500,多,30.831,16370.000,954.750
2023-05-29,15:30:00,600036.SS,32.690,500,多,30.831,16345.000,929.750
2023-05-30,15:30:00,600036.SS,32.640,500,多,30.831,16320.000,904.750
2023-05-31,15:30:00,600036.SS,32.300,500,多,30.831,16150.000,734.750
2023-06-01,15:30:00,600036.SS,32.060,500,多,30.831,16030.000,614.750
2023-06-02,15:30:00,600036.SS,33.070,500,多,30.831,16535.000,1119.750
2023-06-05,15:30:00,600036.SS,33.040,500,多,30.831,16520.000,1104.750
2023-06-06,15:30:00,600036.SS,33.070,500,多,30.831,16535.000,1119.750
2023-06-07,15:30:00,600036.SS,33.300,500,多,30.831,16650.000,1234.750
2023-06-08,15:30:00,600036.SS,34.080,500,多,30.831,17040.000,1624.750
2023-06-09,15:30:00,600036.SS,33.740,500,多,30.831,16870.000,1454.750
2023-06-12,15:30:00,600036.SS,33.730,500,多,30.831,16865.000,1449.750
2023-06-13,15:30:00,600036.SS,33.730,500,多,30.831,16865.000,1449.750
2023-06-14,15:30:00,600036.SS,33.390,500,多,30.831,16695.000,1279.750
2023-06-15,15:30:00,600036.SS,33.720,500,多,30.831,16860.000,1444.750
2023-06-16,15:30:00,600036.SS,33.930,500,多,30.831,16965.000,1549.750
2023-06-19,15:30:00,600036.SS,33.580,500,多,30.831,16790.000,1374.750
2023-06-20,15:30:00,600036.SS,33.190,500,多,30.831,16595.000,1179.750
2023-06-21,15:30:00,600036.SS,33.170,500,多,30.831,16585.000,1169.750
2023-06-26,15:30:00,600036.SS,32.610,500,多,30.831,16305.000,889.750
2023-06-27,15:30:00,600036.SS,32.820,500,多,30.831,16410.000,994.750
2023-06-28,15:30:00,600036.SS,33.050,500,多,30.831,16525.000,1109.750
2023-06-29,15:30:00,600036.SS,32.680,500,多,30.831,16340.000,924.750
2023-06-30,15:30:00,600036.SS,32.760,500,多,30.831,16380.000,964.750
2023-07-03,15:30:00,600036.SS,33.720,500,多,30.831,16860.000,1444.750
2023-07-04,15:30:00,600036.SS,33.510,500,多,30.831,16755.000,1339.750
2023-07-05,15:30:00,600036.SS,33.030,500,多,30.831,16515.000,1099.750
2023-07-06,15:30:00,600036.SS,32.580,500,多,30.831,16290.000,874.750
2023-07-07,15:30:00,600036.SS,32.310,500,多,30.831,16155.000,739.750
2023-07-10,15:30:00,600036.SS,32.450,500,多,30.831,16225.000,809.750
2023-07-11,15:30:00,600036.SS,32.710,500,多,30.831,16355.000,939.750
2023-07-12,15:30:00,600036.SS,33.200,500,多,30.831,16600.000,1184.750
2023-07-13,15:30:00,600036.SS,31.850,500,多,29.440,15925.000,1204.950
2023-07-14,15:30:00,600036.SS,31.930,500,多,29.440,15965.000,1244.950
2023-07-17,15:30:00,600036.SS,31.650,500,多,29.440,15825.000,1104.950
2023-07-18,15:30:00,600036.SS,31.460,500,多,29.440,15730.000,1009.950
2023-07-19,15:30:00,600036.SS,31.580,500,多,29.440,15790.000,1069.950
2023-07-20,15:30:00,600036.SS,31.690,500,多,29.440,15845.000,1124.950
2023-07-21,15:30:00,600036.SS,31.800,500,多,29.440,15900.000,1179.950
2023-07-24,15:30:00,600036.SS,31.450,500,多,29.440,15725.000,1004.950
2023-07-24,15:30:00,601318.SS,46.620,200,多,46.647,9324.000,-5.460
2023-07-25,15:30:00,600036.SS,33.270,500,多,29.440,16635.000,1914.950
2023-07-25,15:30:00,601318.SS,49.550,200,多,46.647,9910.000,580.540
2023-07-26,15:30:00,600036.SS,33.350,500,多,29.440,16675.000,1954.950
2023-07-26,15:30:00,601318.SS,49.460,200,多,46.647,9892.000,562.540
2023-07-27,15:30:00,600036.SS,33.660,500,多,29.440,16830.000,2109.950
2023-07-27,15:30:00,601318.SS,49.880,200,多,46.647,9976.000,646.540
2023-07-28,15:30:00,600036.SS,35.100,500,多,29.440,17550.000,2829.950
2023-07-28,15:30:00,601318.SS,51.930,200,多,46.647,10386.000,1056.540
2023-07-31,15:30:00,600036.SS,35.560,500,多,29.440,17780.000,3059.950
2023-07-31,15:30:00,601318.SS,52.600,200,多,46.647,10520.000,1190.540
2023-08-01,15:30:00,600036.SS,34.990,500,多,29.440,17495.000,2774.950
2023-08-01,15:30:00,601318.SS,51.740,200,多,46.647,10348.000,1018.540
2023-08-02,15:30:00,600036.SS,34.030,500,多,29.440,17015.000,2294.950
2023-08-02,15:30:00,601318.SS,51.410,200,多,46.647,10282.000,952.540
2023-08-03,15:30:00,600036.SS,34.680,500,多,29.440,17340.000,2619.950
2023-08-03,15:30:00,601318.SS,52.410,200,多,46.647,10482.000,1152.540
2023-08-04,15:30:00,600036.SS,34.880,500,多,29.440,17440.000,2719.950
2023-08-04,15:30:00,601318.SS,51.900,200,多,46.647,10380.000,1050.540
2023-08-07,15:30:00,600036.SS,34.500,500,多,29.440,17250.000,2529.950
2023-08-07,15:30:00,601318.SS,51.700,200,多,46.647,10340.000,1010.540
2023-08-08,15:30:00,600036.SS,34.150,500,多,29.440,17075.000,2354.950
2023-08-08,15:30:00,601318.SS,51.260,200,多,46.647,10252.000,922.540
2023-08-09,15:30:00,600036.SS,34.020,500,多,29.440,17010.000,2289.950
2023-08-09,15:30:00,601318.SS,51.260,200,多,46.647,10252.000,922.540
2023-08-10,15:30:00,600036.SS,34.140,500,多,29.440,17070.000,2349.950
2023-08-10,15:30:00,601318.SS,51.360,200,多,46.647,10272.000,942.540
2023-08-11,15:30:00,600036.SS,33.150,500,多,29.440,16575.000,1854.950
2023-08-11,15:30:00,601318.SS,49.370,200,多,46.647,9874.000,544.540
2023-08-14,15:30:00,600036.SS,32.460,500,多,29.440,16230.000,1509.950
2023-08-14,15:30:00,601318.SS,48.530,200,多,46.647,9706.000,376.540
2023-08-15,15:30:00,600036.SS,32.360,500,多,29.440,16180.000,1459.950
2023-08-15,15:30:00,601318.SS,48.680,200,多,46.647,9736.000,406.540
2023-08-16,15:30:00,600036.SS,31.970,500,多,29.440,15985.000,1264.950
2023-08-16,15:30:00,601318.SS,48.350,200,多,46.647,9670.000,340.540
2023-08-17,15:30:00,600036.SS,31.790,500,多,29.440,15895.000,1174.950
2023-08-17,15:30:00,601318.SS,47.910,200,多,46.647,9582.000,252.540
2023-08-18,15:30:00,600036.SS,31.880,500,多,29.440,15940.000,1219.950
2023-08-18,15:30:00,601318.SS,47.520,200,多,46.647,9504.000,174.540
2023-08-21,15:30:00,600036.SS,31.130,500,多,29.440,15565.000,844.950
2023-08-21,15:30:00,601318.SS,46.670,200,多,46.647,9334.000,4.540
2023-08-22,15:30:00,600036.SS,31.320,500,多,29.440,15660.000,939.950
2023-08-22,15:30:00,601318.SS,47.000,200,多,46.647,9400.000,70.540
2023-08-23,15:30:00,600036.SS,30.850,500,多,29.440,15425.000,704.950
2023-08-23,15:30:00,601318.SS,46.460,200,多,46.647,9292.000,-37.460
2023-08-24,15:30:00,600036.SS,31.060,500,多,29.440,15530.000,809.950
2023-08-24,15:30:00,601318.SS,46.500,200,多,46.647,9300.000,-29.460
2023-08-25,15:30:00,600036.SS,31.560,500,多,29.440,15780.000,1059.950
2023-08-25,15:30:00,601318.SS,47.010,200,多,46.647,9402.000,72.540
2023-08-28,15:30:00,600036.SS,32.260,500,多,29.440,16130.000,1409.950
2023-08-28,15:30:00,601318.SS,48.110,200,多,46.647,9622.000,292.540
2023-08-29,15:30:00,600036.SS,32.040,500,多,29.440,16020.000,1299.950
2023-08-29,15:30:00,601318.SS,48.560,200,多,46.647,9712.000,382.540
2023-08-30,15:30:00,600036.SS,31.660,500,多,29.440,15830.000,1109.950
2023-08-30,15:30:00,601318.SS,48.250,200,多,46.647,9650.000,320.540
2023-08-31,15:30:00,600036.SS,31.550,500,多,29.440,15775.000,1054.950
2023-08-31,15:30:00,601318.SS,48.790,200,多,46.647,9758.000,428.540
2023-09-01,15:30:00,600036.SS,32.270,500,多,29.440,16135.000,1414.950
2023-09-01,15:30:00,601318.SS,50.100,200,多,46.647,10020.000,690.540
2023-09-04,15:30:00,600036.SS,33.530,500,多,29.440,16765.000,2044.950
2023-09-04,15:30:00,601318.SS,51.450,200,多,46.647,10290.000,960.540
2023-09-05,15:30:00,600036.SS,33.110,500,多,29.440,16555.000,1834.950
2023-09-05,15:30:00,601318.SS,50.200,200,多,46.647,10040.000,710.540
2023-09-06,15:30:00,600036.SS,33.360,500,多,29.440,16680.000,1959.950
2023-09-06,15:30:00,601318.SS,51.030,200,多,46.647,10206.000,876.540
