event_id,event_datetime,security,type,direction,window,matured_datetime,base_close,end_close,directional_return,mfe,mae
000651SZ_2025-03-13T000000_SELL_SETUP_PERFECT_-1_2025-03-13T000000_9,2025-03-13 00:00:00,000651.SZ,SELL_SETUP_PERFECT,-1,120,2025-09-04 00:00:00,38.54,40.19,-0.04281266,0.00856253,-0.18007265
600036SS_2025-06-13T000000_SELL_SETUP_-1_2025-06-13T000000_9,2025-06-13 00:00:00,600036.SS,SELL_SETUP,-1,60,2025-09-05 00:00:00,42.17,41.75,0.00995969,0.03130187,-0.07991463
600519SS_2025-03-18T000000_SELL_SETUP_PERFECT_-1_2025-03-18T000000_9,2025-03-18 00:00:00,600519.SS,SELL_SETUP_PERFECT,-1,120,2025-09-09 00:00:00,1572.44,1481.04,0.05812622,0.14170334,-0.0152629
000858SZ_2025-03-24T000000_BUY_COUNTDOWN_COMPLETE_1_2025-01-10T000000_13,2025-03-24 00:00:00,000858.SZ,BUY_COUNTDOWN_COMPLETE,1,120,2025-09-15 00:00:00,128.56,124.07,-0.03492533,0.02232421,-0.1346453
601318SS_2025-09-08T000000_BUY_SETUP_PERFECT_1_2025-09-08T000000_9,2025-09-08 00:00:00,601318.SS,BUY_SETUP_PERFECT,1,5,2025-09-15 00:00:00,56.75,56.38,-0.00651982,0.02643172,-0.0107489
000858SZ_2025-08-20T000000_SELL_COUNTDOWN_COMPLETE_PERFECT_-1_2025-07-15T000000_13,2025-08-20 00:00:00,000858.SZ,SELL_COUNTDOWN_COMPLETE_PERFECT,-1,20,2025-09-17 00:00:00,123.2,123.38,-0.00146104,0.01444805,-0.04926948
600036SS_2025-08-20T000000_BUY_SETUP_1_2025-08-20T000000_9,2025-08-20 00:00:00,600036.SS,BUY_SETUP,1,20,2025-09-17 00:00:00,42.44,40.75,-0.03982092,0.01343073,-0.04217719
600036SS_2025-08-20T000000_SELL_COUNTDOWN_CANCEL_-1_2025-06-26T000000_8,2025-08-20 00:00:00,600036.SS,SELL_COUNTDOWN_CANCEL,-1,20,2025-09-17 00:00:00,42.44,40.75,0.03982092,0.04217719,-0.01343073
000651SZ_2025-09-10T000000_BUY_SETUP_1_2025-09-10T000000_9,2025-09-10 00:00:00,000651.SZ,BUY_SETUP,1,5,2025-09-17 00:00:00,40.16,39.79,-0.00921315,0.00722112,-0.01967131
600036SS_2025-06-26T000000_SELL_SETUP_PERFECT_-1_2025-06-26T000000_9,2025-06-26 00:00:00,600036.SS,SELL_SETUP_PERFECT,-1,60,2025-09-18 00:00:00,44.87,39.82,0.11254736,0.11321596,-0.01493203
600036SS_2025-06-26T000000_SELL_COUNTDOWN_CANCEL_-1_2025-06-13T000000_6,2025-06-26 00:00:00,600036.SS,SELL_COUNTDOWN_CANCEL,-1,60,2025-09-18 00:00:00,44.87,39.82,0.11254736,0.11321596,-0.01493203
000651SZ_2025-08-25T000000_SELL_COUNTDOWN_COMPLETE_PERFECT_-1_2025-07-04T000000_13,2025-08-25 00:00:00,000651.SZ,SELL_COUNTDOWN_COMPLETE_PERFECT,-1,20,2025-09-22 00:00:00,45.11,38.83,0.13921525,0.1420971,-0.00554201
000858SZ_2025-04-01T000000_BUY_SETUP_PERFECT_1_2025-04-01T000000_9,2025-04-01 00:00:00,000858.SZ,BUY_SETUP_PERFECT,1,120,2025-09-23 00:00:00,126.04,119.61,-0.05101555,0.0427642,-0.1173437
601318SS_2025-08-26T000000_SELL_COUNTDOWN_COMPLETE_PERFECT_-1_2025-07-15T000000_13,2025-08-26 00:00:00,601318.SS,SELL_COUNTDOWN_COMPLETE_PERFECT,-1,20,2025-09-23 00:00:00,59.57,54.07,0.09232835,0.09702871,-0.00973644
601318SS_2025-04-07T000000_SELL_COUNTDOWN_CANCEL_-1_2025-02-19T000000_6,2025-04-07 00:00:00,601318.SS,SELL_COUNTDOWN_CANCEL,-1,120,2025-09-26 00:00:00,46.01,54.27,-0.17952619,0.00999783,-0.31232341
600036SS_2025-04-07T000000_SELL_COUNTDOWN_CANCEL_-1_2025-03-11T000000_4,2025-04-07 00:00:00,600036.SS,SELL_COUNTDOWN_CANCEL,-1,120,2025-09-26 00:00:00,37.82,39.79,-0.05208884,0.01401375,-0.2041248
000651SZ_2025-07-04T000000_SELL_SETUP_PERFECT_-1_2025-07-04T000000_9,2025-07-04 00:00:00,000651.SZ,SELL_SETUP_PERFECT,-1,60,2025-09-26 00:00:00,43.75,38.85,0.112,0.12457143,-0.03954286
000651SZ_2025-07-04T000000_SELL_COUNTDOWN_CANCEL_-1_2025-04-30T000000_12,2025-07-04 00:00:00,000651.SZ,SELL_COUNTDOWN_CANCEL,-1,60,2025-09-26 00:00:00,43.75,38.85,0.112,0.12457143,-0.03954286
000858SZ_2025-09-24T000000_BUY_SETUP_PERFECT_1_2025-09-24T000000_9,2025-09-24 00:00:00,000858.SZ,BUY_SETUP_PERFECT,1,5,2025-10-09 00:00:00,119.79,118.58,-0.01010101,0.0024209,-0.02153769
601318SS_2025-04-10T000000_BUY_SETUP_1_2025-04-10T000000_9,2025-04-10 00:00:00,601318.SS,BUY_SETUP,1,120,2025-10-09 00:00:00,46.93,54.09,0.15256765,0.28659706,-0.01065417
000651SZ_2025-09-24T000000_BUY_SETUP_PERFECT_1_2025-09-24T000000_9,2025-09-24 00:00:00,000651.SZ,BUY_SETUP_PERFECT,1,5,2025-10-09 00:00:00,38.99,39.38,0.01000256,0.01000256,-0.01769685
000651SZ_2025-09-24T000000_BUY_COUNTDOWN_CANCEL_1_2025-09-10T000000_7,2025-09-24 00:00:00,000651.SZ,BUY_COUNTDOWN_CANCEL,1,5,2025-10-09 00:00:00,38.99,39.38,0.01000256,0.01000256,-0.01769685
600519SS_2025-09-26T000000_BUY_SETUP_PERFECT_1_2025-09-26T000000_9,2025-09-26 00:00:00,600519.SS,BUY_SETUP_PERFECT,1,5,2025-10-13 00:00:00,1411.04,1395.24,-0.01119741,0.02479731,-0.0140889
601318SS_2025-09-08T000000_BUY_SETUP_PERFECT_1_2025-09-08T000000_9,2025-09-08 00:00:00,601318.SS,BUY_SETUP_PERFECT,1,20,2025-10-14 00:00:00,56.75,55.53,-0.0214978,0.02643172,-0.06079295
000858SZ_2025-07-15T000000_SELL_SETUP_PERFECT_-1_2025-07-15T000000_9,2025-07-15 00:00:00,000858.SZ,SELL_SETUP_PERFECT,-1,60,2025-10-15 00:00:00,119.25,119.49,-0.00201258,0.02171908,-0.08402516
000858SZ_2025-07-15T000000_BUY_COUNTDOWN_CANCEL_1_2025-05-28T000000_10,2025-07-15 00:00:00,000858.SZ,BUY_COUNTDOWN_CANCEL,1,60,2025-10-15 00:00:00,119.25,119.49,0.00201258,0.08402516,-0.02171908
601318SS_2025-07-15T000000_SELL_SETUP_-1_2025-07-15T000000_9,2025-07-15 00:00:00,601318.SS,SELL_SETUP,-1,60,2025-10-15 00:00:00,56.15,56.86,-0.0126447,0.0507569,-0.07533393
600036SS_2025-10-09T000000_BUY_COUNTDOWN_COMPLETE_PERFECT_1_2025-08-20T000000_13,2025-10-09 00:00:00,600036.SS,BUY_COUNTDOWN_COMPLETE_PERFECT,1,5,2025-10-16 00:00:00,39.32,40.92,0.04069176,0.0422177,-0.01602238
000651SZ_2025-09-10T000000_BUY_SETUP_1_2025-09-10T000000_9,2025-09-10 00:00:00,000651.SZ,BUY_SETUP,1,20,2025-10-16 00:00:00,40.16,39.77,-0.00971116,0.00722112,-0.04631474
000651SZ_2025-04-21T000000_SELL_COUNTDOWN_COMPLETE_-1_2025-03-13T000000_13,2025-04-21 00:00:00,000651.SZ,SELL_COUNTDOWN_COMPLETE,-1,120,2025-10-20 00:00:00,41.2,39.77,0.03470874,0.07038835,-0.1038835
601318SS_2025-04-23T000000_SELL_SETUP_PERFECT_-1_2025-04-23T000000_9,2025-04-23 00:00:00,601318.SS,SELL_SETUP_PERFECT,-1,120,2025-10-22 00:00:00,48.15,57.26,-0.18920042,0.01391485,-0.25399792
601318SS_2025-04-23T000000_BUY_COUNTDOWN_CANCEL_1_2025-04-10T000000_0,2025-04-23 00:00:00,601318.SS,BUY_COUNTDOWN_CANCEL,1,120,2025-10-22 00:00:00,48.15,57.26,0.18920042,0.25399792,-0.01391485
000651SZ_2025-04-30T000000_SELL_SETUP_-1_2025-04-30T000000_9,2025-04-30 00:00:00,000651.SZ,SELL_SETUP,-1,120,2025-10-29 00:00:00,41.57,39.69,0.04522492,0.0786625,-0.09405822
000858SZ_2025-09-24T000000_BUY_SETUP_PERFECT_1_2025-09-24T000000_9,2025-09-24 00:00:00,000858.SZ,BUY_SETUP_PERFECT,1,20,2025-10-30 00:00:00,119.79,115.89,-0.03255697,0.00492529,-0.03648051
000651SZ_2025-09-24T000000_BUY_SETUP_PERFECT_1_2025-09-24T000000_9,2025-09-24 00:00:00,000651.SZ,BUY_SETUP_PERFECT,1,20,2025-10-30 00:00:00,38.99,39.47,0.01231085,0.02975122,-0.01769685
000651SZ_2025-09-24T000000_BUY_COUNTDOWN_CANCEL_1_2025-09-10T000000_7,2025-09-24 00:00:00,000651.SZ,BUY_COUNTDOWN_CANCEL,1,20,2025-10-30 00:00:00,38.99,39.47,0.01231085,0.02975122,-0.01769685
601318SS_2025-10-24T000000_SELL_SETUP_PERFECT_-1_2025-10-24T000000_9,2025-10-24 00:00:00,601318.SS,SELL_SETUP_PERFECT,-1,5,2025-10-31 00:00:00,57.88,57.83,0.00086386,0.00656531,-0.03835522
601318SS_2025-10-24T000000_BUY_COUNTDOWN_CANCEL_1_2025-09-08T000000_5,2025-10-24 00:00:00,601318.SS,BUY_COUNTDOWN_CANCEL,1,5,2025-10-31 00:00:00,57.88,57.83,-0.00086386,0.03835522,-0.00656531
600036SS_2025-10-24T000000_SELL_SETUP_PERFECT_-1_2025-10-24T000000_9,2025-10-24 00:00:00,600036.SS,SELL_SETUP_PERFECT,-1,5,2025-10-31 00:00:00,40.94,39.88,0.02589155,0.03077675,-0.00048852
600519SS_2025-09-26T000000_BUY_SETUP_PERFECT_1_2025-09-26T000000_9,2025-09-26 00:00:00,600519.SS,BUY_SETUP_PERFECT,1,20,2025-11-03 00:00:00,1411.04,1411.04,0.0,0.03756095,-0.0140889
